指标名称,资金净流入额：A股,资金净流入额：主板,美元指数,GDP：当季值,GDP：当季同比,GDP增长贡献率：最终消费支出,GDP增长贡献率：资本形成总额,GDP增长贡献率：货物和服务净出口,全社会用电量：当月值,全社会用电量：当月同比,GDP：当季同比,工业增加值：当月同比,资产负债率,应收账款平均回收期,利润总额：累计同比,工业企业：利润总额：当月同比,固定资产投资完成额：累计同比,房地产开发投资完成额：开发计划总投资：累计同比,房地产开发投资完成额：开发新增固定资产：累计同比,房地产开发计划总投资：当月值,房地产开发新增固定资产投资：当月值,贸易顺差：当月值,贸易顺差：当月同比,财政预算收入：当月值,财政预算收入：当月同比,CPI：当月同比,PPI：全部工业品：当月同比,M2：同比,M2：环比,M2,PMI,宏观经济景气指数：预警指数,涨跌幅：上证综合指数,涨跌幅：沪深300指数
单位,元,元,1973年3月=100,亿元,%,%,%,%,亿千瓦时,%,%,%,%,天,%,%,%,%,%,万元,万元,千美元,%,亿元,%,%,%,%,%,亿元,%,,%,%
2009-12-15,,,76.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,-0.81
2009-12-16,,,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.59,-0.63
2009-12-17,,,77.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34,-2.26
2009-12-18,,,77.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.05,-2.54
2009-12-21,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.14
2009-12-22,,,78.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.32,-2.68
2009-12-23,,,77.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.94
2009-12-24,,,77.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,3.07
2009-12-25,,,77.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,-0.41
2009-12-28,,,77.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.57
2009-12-29,,,77.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.64
2009-12-30,,,77.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.66
2009-12-31,,,77.92,100825.8,11.9,52.5,92.3,-44.8,2721,10.54,11.9,18.5,,,,,30.5,19.6,16.5,97275900,63926100,18430168,-52.72,5084,55.8,1.86,1.7,27.68,2.63,610224.52,56.6,116.7,0.45,0.47
2010-01-04,-899191103.4,-1273805940,77.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,-1.13
2010-01-05,58798740.41,-590455565,77.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.81
2010-01-06,-1393152175,-1701729845,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,-0.63
2010-01-07,-7467552854,-6638643769,77.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.89,-1.98
2010-01-08,-3777503111,-3875209940,77.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.25
2010-01-11,-7096579163,-7180521675,77.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.06
2010-01-12,1177741731,-301745677,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,1.52
2010-01-13,-13487798566,-13732062544,76.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.09,-3.22
2010-01-14,2389507563,959918619,76.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.4
2010-01-15,-963841877,-1604954301,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.39
2010-01-18,-1792066620,-2473902715,77.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.52
2010-01-19,-4854168998,-4351865038,77.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.19
2010-01-20,-16735451670,-15121675342,78.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.93,-3.22
2010-01-21,-7299246618,-6829706643,78.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.42
2010-01-22,-12315042515,-10996722179,78.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.96,-1.24
2010-01-25,-4410404111,-4012026962,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.09,-1.13
2010-01-26,-8350702665,-7939467753,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.42,-2.49
2010-01-27,-2444830486,-2451488245,78.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.09,-1.36
2010-01-28,-1569950545,-1915237135,78.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25
2010-01-29,-1348287537,-1794965368,79.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,-0.08
2010-01-31,,,,,,,,,3531,40.14,,,,,,,,,,,,14168252,-63.77,8658.66,41.21,1.53,4.32,25.98,2.52,625609.29,55.8,119.3,,
2010-02-01,-4142582847,-3598677461,79.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,-1.61
2010-02-02,-1415590490,-1668176798,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,-0.21
2010-02-03,1623749010,1312493972,79.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.69
2010-02-04,-535272574,-837887775,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,-0.37
2010-02-05,-6688183043,-6676496085,80.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.87,-2.04
2010-02-08,-1476260857,-1467187580,80.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,-0.07
2010-02-09,-765450437.9,-791372228,79.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.58
2010-02-10,1324212058,943528172,80.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.42
2010-02-11,245776745.3,-137084049,79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2
2010-02-12,2204678669,1652120278,80.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.96
2010-02-15,,,80.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-16,,,79.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-17,,,80.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-18,,,80.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-19,,,80.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-22,-873675818,-987544565,80.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,-0.55
2010-02-23,-1880836467,-2097301062,80.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.69,-1.07
2010-02-24,1959736160,882836332,80.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.43
2010-02-25,3076294341,1873206066,80.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.47
2010-02-26,-315918769.8,-937499058,80.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,-0.32
2010-02-28,,,,,,,,,2721,10.54,,12.8,58.63,,119.7,,26.6,37.6,26.4,,,7612381,57.25,4944.97,20.37,2.7,5.39,25.52,1.67,636072.26,52,118,,
2010-03-01,1316375875,693414746,80.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,1.3
2010-03-02,-3023250481,-3214025580,80.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,-0.4
2010-03-03,1679002317,623162540,80.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.72
2010-03-04,-9550642743,-8436189114,80.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.38,-2.53
2010-03-05,-2296803061,-2532379201,80.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.28
2010-03-08,-1688135902,-1665269184,80.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.81
2010-03-09,-648049783.5,-734007513,80.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.6
2010-03-10,-5383727142,-4446812865,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,-0.79
2010-03-11,-4174510778,-3704807399,80.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-0.09
2010-03-12,-4423962458,-4517876504,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24,-1.33
2010-03-15,-5952035918,-5525847107,80.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.21,-1.54
2010-03-16,-2677483502,-2840897330,79.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.65
2010-03-17,4586374897,3450203283,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,2.18
2010-03-18,-509900730,-759428244,80.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,-0.19
2010-03-19,-51001107,-596091019,80.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.81
2010-03-22,-1755936305,-1882471318,80.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.27
2010-03-23,-3772794574,-3933016233,80.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,-0.82
2010-03-24,-2675860295,-3004835100,81.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.03
2010-03-25,-7426696535,-6895100424,82.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,-1.45
2010-03-26,1699784450,1197924114,81.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.42
2010-03-29,1245639204,1555950658,81.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,2.55
2010-03-30,-2196015807,-2184854696,81.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.24
2010-03-31,-3707286213,-4463525285,81.07,87501.3,12.2,52,57.9,-9.9,3435,21.04,12.2,18.1,,,,,26.4,41.9,29.5,123618700,13563600,-7236299,-138.99,6023.44,36.83,2.37,5.91,22.5,2.18,649947.46,55.1,119.3,-0.62,-0.63
2010-04-01,5317298977,3897738153,80.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.38
2010-04-02,-184936706.5,-707322090,81.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.45
2010-04-05,,,81.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-06,-3765761787,-3463837291,81.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.06
2010-04-07,-5758832984,-5656346934,81.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,-0.53
2010-04-08,-8723937404,-8294067765,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.94,-1.19
2010-04-09,-1153412844,-2294948187,80.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.97
2010-04-12,-8400254847,-8566550790,80.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.82
2010-04-13,-6308433986,-5156395608,80.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.2
2010-04-14,-433519431,-750322234,80.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.35
2010-04-15,-8192935751,-6380690667,80.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,-0.27
2010-04-16,-3820752853,-4117932027,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,-1.13
2010-04-19,-18259401446,-16656507996,80.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.79,-5.36
2010-04-20,-5709416567,-4925520354,81.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.1
2010-04-21,732001280.3,-1085374078,81.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.99
2010-04-22,-3769021681,-3760509910,81.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11,-1.09
2010-04-23,-5785724802,-5435203177,81.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,-0.36
2010-04-26,-4533640375,-4009650473,81.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,-0.56
2010-04-27,-11509849237,-10152119634,82.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.07,-2
2010-04-28,-3915161653,-3493395488,82.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,-0.36
2010-04-29,-4510867406,-4303123278,82.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,-1.2
2010-04-30,-3977406102,-4026618392,81.91,,,,,,3394,23.08,,17.8,,,91.5,,26.1,39.5,30.5,83533100,10433100,1681204,-87.2,7925.66,34.4,2.81,6.81,21.48,1.02,656561.22,55.7,114,0.08,0.24
2010-05-03,,,82.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-04,-3177052238,-3014462423,83.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,-1.56
2010-05-05,-3618705856,-3323303664,84.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.56
2010-05-06,-7196349498,-7878788080,84.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.11,-4.6
2010-05-07,-3310839271,-3013115612,84.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.87,-2.07
2010-05-10,-3471610239,-2900539612,84.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.76
2010-05-11,-4202376537,-4076247349,84.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,-2.01
2010-05-12,-1393538343,-1153191064,84.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.62
2010-05-13,2126016387,1878850394,85.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,2.44
2010-05-14,-1648639326,-1603468108,86.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.65
2010-05-17,-6978751101,-6246526796,86.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.07,-5.35
2010-05-18,528277656.7,192024977,87.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,2.09
2010-05-19,520853440.5,-102850938,86.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.33
2010-05-20,-852108251.8,-1176154838,85.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,-1.31
2010-05-21,2331605913,1716681909,85.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.57
2010-05-24,3982339982,3102742844,86.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,3.78
2010-05-25,-5973642276,-5575113602,86.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,-2.07
2010-05-26,-1682477096,-1903091584,87.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0
2010-05-27,3754504757,2733319484,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.64
2010-05-28,-2027160342,-2922346636,86.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.34
2010-05-31,-4778213322,-4581061063,86.47,,,,,,3480,20.8,,16.5,59.4,,71.8,,25.9,38.8,31.1,77413000,11658200,19532914,45.89,7917.66,20.52,3.06,7.13,21,1.03,663351.37,53.9,110,-2.4,-2.7
2010-06-01,-4817848937,-4309631951,86.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.92,-1.05
2010-06-02,-1699208515,-1887549733,86.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.49
2010-06-03,2536472654,812517699,87.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73,-0.78
2010-06-04,-569992040.6,-890857336,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.3
2010-06-07,-2393732653,-2847611091,88.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.64,-1.77
2010-06-08,-1013503042,-1746340113,88.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.13
2010-06-09,1991936602,1350758726,87.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,3.07
2010-06-10,-1982996789,-3337193397,87.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.82,-1.15
2010-06-11,-802499585.7,-912469197,87.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.32
2010-06-14,,,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-15,,,86.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-16,,,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-17,-3259554592,-2091451674,85.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,-0.58
2010-06-18,-4034153161,-2930362832,85.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.84,-1.7
2010-06-21,4752339391,4647630803,85.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.13
2010-06-22,-30423847.75,-110988381,86.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11
2010-06-23,-1988890056,-2709661603,85.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73,-0.91
2010-06-24,-1288227946,-1331008916,85.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,-0.04
2010-06-25,-3383836423,-2995623438,85.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.54,-0.77
2010-06-28,-3539317060,-2848697379,85.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.69,-0.71
2010-06-29,-8206094382,-6752715427,86.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.27,-4.59
2010-06-30,-1612957101,-1375446555,86.05,99347.4,10.8,35.1,59.1,5.8,3520,14.14,10.8,13.7,,,71.8,,25.5,37.9,30.8,109782900,15670600,20021852,140.19,7879.4,14.74,2.95,6.41,18.5,1.59,673921.72,52.1,106.7,-1.18,-1.12
2010-07-01,-1473446584,-1397461947,84.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,-1.44
2010-07-02,-2211535032,-1806927688,84.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.32
2010-07-05,970609580.9,738196941,84.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-0.85
2010-07-06,3341554977,2244350564,84.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2
2010-07-07,1832784225,1280959646,83.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.69
2010-07-08,714723018.3,359767074,83.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,-0.18
2010-07-09,6741734158,5564161010,83.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,2.76
2010-07-12,94948020.62,187328580,84.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.1
2010-07-13,-2232443529,-2238681765,83.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.62,-1.56
2010-07-14,-240014962,-138007518,83.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.72
2010-07-15,-2076218178,-1795001898,82.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.87,-1.7
2010-07-16,-835711917.4,-968007599,82.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29
2010-07-19,6070491929,5459107892,82.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2.54
2010-07-20,6764420552,4918470126,82.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,2.2
2010-07-21,1640956881,1406633470,83.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.21
2010-07-22,2279656580,1829021370,82.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.24
2010-07-23,906300990.8,630279078,82.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.42
2010-07-26,1416745837,714578378,82.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.64
2010-07-27,-396445580.5,-476912618,82.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.55
2010-07-28,6601901856,4974228391,82.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,2.43
2010-07-29,-1820310346,-1551005305,81.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.5
2010-07-30,-2873464840,-2555675017,81.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-0.32
2010-07-31,,,,,,,,,3896,13.94,,13.4,,,61.1,,24.9,37.8,22.4,58821700,11439600,28730388,170.29,7783.18,16.24,3.3,4.84,17.6,0.02,674051.48,51.2,102.7,,
2010-08-02,2284657475,1346727920,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.69
2010-08-03,-1423554134,-1585095220,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,-1.76
2010-08-04,-5284345986,-4904068494,80.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.37
2010-08-05,-2450492166,-2947208560,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.67,-0.89
2010-08-06,1898743895,434473183,80.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.64
2010-08-09,-1110516992,-1515442029,80.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.71
2010-08-10,-10524217696,-8954948663,80.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.89,-2.93
2010-08-11,-2423528186,-2238343330,82.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.62
2010-08-12,-2373501084,-2773222313,82.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,-1.19
2010-08-13,441114075.3,-57587371,82.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1.39
2010-08-16,6865513456,5471208747,82.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2.33
2010-08-17,-1092810971,-1023483180,82.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.69
2010-08-18,-1746310926,-1769514154,82.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,-0.17
2010-08-19,-2627144714,-2252124710,82.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.61
2010-08-20,-8076401648,-7100089899,83.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,-1.93
2010-08-23,-2465128315,-2379030537,83.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,-0.07
2010-08-24,619789363,48585838,83.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.54
2010-08-25,-8572315336,-7986790346,83.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.03,-2.36
2010-08-26,-2901932560,-2881728343,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.25
2010-08-27,-922025942.2,-1633302360,82.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.3
2010-08-30,2972334181,1677589703,83.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,1.97
2010-08-31,-3316251740,-4046451467,83.07,,,,,,3975,14.69,,13.9,59.14,,55,,24.8,38.2,20,63484300,10099800,20036078,27.52,5619.35,7.29,3.48,4.32,19.2,2,687506.92,51.7,106.7,-0.52,-0.41
2010-09-01,-6725703222,-5829533377,82.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.66
2010-09-02,3810130547,1643476579,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.3
2010-09-03,-2588154652,-2667871034,82.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.04
2010-09-06,-730939937.6,851380933,82.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.88
2010-09-07,-3077493775,-2470971787,82.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.27
2010-09-08,-2549878158,-3288587685,82.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,-0.07
2010-09-09,-10338454681,-9144944683,82.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.44,-1.83
2010-09-10,-3950111273,-4083166775,82.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.21
2010-09-13,1608664341,848174740,81.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.01
2010-09-14,-1749438301,-1604168867,81.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.09
2010-09-15,-8304586851,-7658984689,81.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.34,-1.75
2010-09-16,-9473842595,-7717365271,81.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.89,-1.9
2010-09-17,-1441735540,-1790050427,81.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,0.13
2010-09-20,-4049247669,-3587481360,81.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,-0.4
2010-09-21,-1548364633,-1852718578,80.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.27
2010-09-22,,,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-23,,,80.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-24,,,79.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,1144463346,777864031,79.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.66
2010-09-28,-2006260331,-2280398969,78.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.63,-0.83
2010-09-29,-2531133893,-2346708668,78.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.21
2010-09-30,3297017591,2827329955,78.8,105963.7,9.9,34.4,58.8,6.8,3498,5.36,9.9,13.3,,,53.5,,24.5,38.8,19.6,78027100,12373100,16874981,30.49,6287.19,12.08,3.61,4.33,19,1.3,696471.5,53.8,106.7,1.72,2.11
2010-10-01,,,78.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-04,,,78.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-05,,,77.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-06,,,77.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,,,77.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,9102071499,7964136555,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,3.7
2010-10-11,6107750670,6904435982,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,2.91
2010-10-12,-314874258.8,247657625,77.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.27
2010-10-13,-1376266380,-936761671,77.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.41
2010-10-14,-7664201807,-4965552739,76.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.2
2010-10-15,-2039086831,-460007732,76.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,3.21
