证券代码,证券名称,首发上市日期,相对大盘区间涨跌幅3月前,相对大盘区间涨跌幅6月前,相对大盘区间涨跌幅52周前,"收盘价
[交易日期]最新(2020-07-21)
[复权方式]不复权","每股收益EPS(基本)
[报告期]最新一期
[单位]元","每股息税前利润
[报告期]最新一期
[单位]元","净资产收益率ROE(平均)
[报告期]最新一期
[单位]%","净资产收益率ROE(加权)
[报告期]最新一期
[单位]%","销售净利率
[报告期]最新一期
[单位]%","总资产报酬率ROA
[报告期]最新一期
[单位]%","销售毛利率
[报告期]最新一期
[单位]%","研发费用/营业总收入
[报告期]最新一期","投入资本回报率ROIC(TTM)
[交易日期]最新(2020-07-21)
[单位]%
[TTM基准日]报表公告日期","年化投入资本回报率ROIC
[报告期]最新一期
[单位]%","EBITDA/营业总收入
[报告期]最新一期
[单位]%","价值变动净收益/利润总额
[报告期]最新一期
[单位]%","经营活动产生的现金流量净额/营业收入
[报告期]最新一期
[单位]%","经营活动产生的现金流量净额/经营活动净收益
[报告期]最新一期
[单位]%","资产负债率
[报告期]最新一期
[单位]%","流动资产/总资产
[报告期]最新一期
[单位]%","非流动资产/总资产
[报告期]最新一期
[单位]%","流动比率
[报告期]最新一期","现金比率
[报告期]最新一期
[调整类型]调整前","速动比率
[报告期]最新一期","息税折旧摊销前利润/负债合计
[报告期]最新一期","存货周转天数
[报告期]最新一期
[单位]天","应收账款周转天数(含应收票据)
[报告期]最新一期
[单位]天","存货周转率
[报告期]最新一期
[单位]次","基本每股收益同比增长率
[报告期]最新一期
[单位]%","营业总收入同比增长率
[报告期]最新一期
[单位]%","收益质量风险
[报告期]最新一期"
002738.SZ,中矿资源,2014-12-30,-7.057762806,-15.25810966,-21.30148114,16.59,0.0823,0.19250309,0.850165318,0.85,8.129613871,1.321701304,38.78167805,2.005908194,4.01379525,2.729368402,——,-1.758905369,4.627428326,24.48196247,32.95975785,40.88054502,59.11945498,2.19905922,0.580015588,1.469099054,——,328.9523527,181.7495246,0.273595854,-27.42504409,-3.653918841,——
603636.SH,南威软件,2014-12-30,-13.95869647,3.534896735,30.17667698,13.33,-0.03,-0.032431646,-0.712744749,-0.8,-16.01406548,-0.510463307,42.08725702,14.23605947,7.359616446,-2.353097356,——,——,-175.2888479,——,30.32692208,49.53515883,50.46484117,1.849355188,0.192351049,1.497728831,——,507.0643309,444.3441571,0.177492272,-200,-3.816147583,——
300410.SZ,正业科技,2014-12-31,-4.234093266,-1.677015215,-42.29426387,7.55,0.06,0.081221216,2.306448871,2.3,7.337269536,1.288779049,33.69071653,7.513298563,-59.38656311,5.706883718,——,——,-2.711926209,-42.06838575,59.00223064,64.33802551,35.66197449,1.27291418,0.129372288,0.92843966,——,194.2167291,269.1618786,0.463399834,20,17.98394814,——
300411.SZ,金盾股份,2014-12-31,-12.20992607,29.93174542,16.94940073,10.4,0.15,0.179539761,4.497031448,4.5,46.00615793,4.105973064,67.36161376,7.892450183,7.026215251,17.52695381,——,——,42.16878344,92.52510718,20.11903605,70.14540816,29.85459184,6.271936108,1.188360661,5.201048186,——,394.5519473,355.35206,0.228106845,1400,78.36667491,——
300412.SZ,迦南科技,2014-12-31,-3.478644406,23.39718384,19.752314,8.99,0.02,0.022584204,0.805486237,0.81,5.556506505,0.369921903,39.25527576,10.02922422,5.457925275,2.723370101,——,9.521804083,-31.0474882,——,48.4542455,78.39696244,21.60303756,1.642091241,0.295570763,0.996134611,——,823.1588186,304.2240881,0.109334916,100,17.63096805,——
603017.SH,中衡设计,2014-12-31,-10.88363371,-2.620258015,-23.56688007,11.25,0.07,0.09718319,1.046367632,1.05,8.695509241,0.794908606,22.73391936,6.979706399,9.317758222,3.769863886,——,25.38900028,-73.74835694,-2394.208193,38.6233774,56.87082619,43.12917381,1.487762711,0.195816318,1.482805832,——,147.5762635,313.7129074,0.609854172,-12.5,-29.17602616,——
603889.SH,新澳股份,2014-12-31,11.3482567,0.173587655,-9.897844366,6.35,0.13,0.157522123,2.687239449,2.69,13.53972601,2.526082115,13.99502687,3.559257407,5.39859715,9.2082634,——,1.105343574,-25.42399491,-737.7226797,25.09545423,58.61558789,41.38441211,2.377366235,0.889141208,1.261086691,——,186.3203446,40.1258184,0.483039038,30,-31.90099162,——
603788.SH,宁波高发,2015-01-20,9.217395934,-6.610627855,16.1972717,18.28,0.16,0.226319157,1.923231376,1.92,21.16952963,2.334432325,30.53698699,5.31450565,8.506409951,7.245225805,——,0.931504216,1.380494836,6.481820119,12.22261418,91.08696853,8.91303147,7.586959522,3.927738108,7.042875997,——,102.9049237,233.1786586,0.87459372,-11.11111111,-23.49759945,——
300364.SZ,中文在线,2015-01-21,107.2980385,107.5173116,114.2930136,9.15,0.0056,0.005316066,0.284879867,0.28,2.904470124,0.21654866,56.08649387,11.2841047,-36.25406615,1.123075842,——,695.7395399,-7.241177958,——,19.44732798,50.91764229,49.08235771,2.786633682,1.84273289,2.746912625,——,15.59852859,81.56727484,5.769774983,105.3588517,8.006782777,——
300413.SZ,芒果超媒,2015-01-21,45.03637102,63.01931948,70.09586732,69.7,0.27,0.262185332,5.317844309,5.32,17.54984993,2.711601881,35.3804126,0.72945273,12.25957946,19.78150558,——,-0.189103696,-12.94836129,-77.7139252,46.40835361,68.43730776,31.56269224,1.487667432,0.610967572,1.31280865,——,84.57213953,99.7242667,1.064180243,0,9.744103439,——
300418.SZ,昆仑万维,2015-01-21,18.66149742,41.46484293,106.673227,27.07,0.44,0.479620259,10.01574168,10.08,50.24851631,5.224306688,81.55572671,3.832486198,17.24826553,25.87261338,——,25.720747,37.55105361,96.93087763,50.42111402,36.8574297,63.1425703,0.752391447,0.606457839,0.752391447,——,——,34.22742464,——,33.33333333,17.28098294,——
601021.SH,春秋航空,2015-01-21,3.237030934,-8.619843635,-18.44849366,40.97,-0.25,-0.309832752,-1.531949953,-1.53,-9.575792497,-0.956184258,-12.95827991,1.331891508,4.339201577,-3.549364661,——,——,-37.44907491,——,51.26626255,34.69454539,65.30545461,1.097282978,0.875348561,1.078673142,——,5.770382469,3.532159539,15.59688643,-148.0769231,-34.49885962,——
002739.SZ,万达电影,2015-01-22,9.295942814,-11.37684402,1.328868894,18.92,-0.2886,-0.260559152,-4.489563724,-4.49,-48.34032537,-2.09281669,-11.07848401,0.568603238,-30.30352186,-12.18605881,——,——,10.27748691,——,47.73290567,34.48849172,65.51150828,0.86768729,0.184790837,0.662817858,——,135.9942236,163.1218138,0.661792814,-249.7664764,-70.11505418,——
002740.SZ,爱迪尔,2015-01-22,-16.14586334,-26.83426234,11.21327305,7.36,0.03,0.049614527,0.458733805,0.46,5.436221974,0.49217392,28.69637622,——,-8.703574872,1.309129127,——,——,-12.93698576,-232.4382872,43.19925934,77.10178715,22.89821285,1.851510843,0.066826263,0.874006861,——,1109.276978,550.9365366,0.081133929,-25,-36.94230848,——
300416.SZ,苏试试验,2015-01-22,-40.6330425,-36.73494621,16.86991761,24.85,-0.01,0.048654723,-0.138021531,-0.14,-0.136237707,0.30206734,36.50700908,7.778783561,5.145533473,-0.307449031,——,——,-34.60520661,——,55.32576008,56.87872285,43.12127715,1.229766496,0.270613437,0.895865995,——,246.9235908,243.1709249,0.364485223,-133.3333333,37.086435,——
300419.SZ,浩丰科技,2015-01-22,-29.23524431,-11.89391696,-7.565016916,6.19,0.0169,0.018102806,0.765317063,0.77,8.055660278,0.545946108,33.83196961,9.05690782,-3.111065858,2.862490321,——,41.31505499,-56.85524892,-1170.681259,31.4920266,79.9524893,20.0475107,2.540574506,0.387910249,1.622483517,——,605.3267125,115.1790005,0.14868004,69,-11.03594633,——
601069.SH,西部黄金,2015-01-22,-16.00906596,-11.1878699,-9.054772736,14.72,-0.0854,-0.071173531,-3.227385108,-3.23,-7.985069982,-1.676897998,3.141873215,——,0.204669194,-9.347076677,——,——,-27.34209423,——,39.91242124,33.22186038,66.77813962,0.976231738,0.251233783,0.523592089,——,56.68837488,1.497546266,1.587627096,-198.6013986,183.3919563,——
603601.SH,再升科技,2015-01-22,-13.23411242,41.30936522,69.63727653,13.61,0.0913,0.116184244,4.29906529,4.37,20.96154343,3.272824752,41.38980579,3.075229793,9.523170292,13.5341656,——,-0.207807227,22.02803873,88.34157152,38.56083537,46.51080526,53.48919474,1.33044724,0.399374562,1.138312728,——,74.41722003,130.0899829,1.209397502,33.47953216,11.27838486,——
300415.SZ,伊之密,2015-01-23,39.37875855,4.707745865,35.52992939,10.75,-0.03,-0.004293691,-1.06468338,-1.06,-3.770919409,-0.060754241,31.32524527,7.365938597,5.021660027,-2.329455732,——,——,-2.287546592,——,60.26643832,59.38483795,40.61516205,1.367918737,0.360849677,0.772761838,——,307.8410822,103.7806438,0.29235864,-125,-27.1546497,——
300417.SZ,南华仪器,2015-01-23,-62.72297866,-64.7766619,-60.20205559,20.27,0.1545,0.173402877,2.339678422,2.34,22.59290904,2.097671164,52.71105148,7.46529559,40.88347914,9.26894944,——,16.73892696,-25.88735151,-113.1236123,20.9124907,72.03456676,27.96543324,4.072563368,1.014962202,2.762677572,——,541.1588676,93.11801702,0.166309757,-13.2996633,-5.375190926,——
603600.SH,永艺股份,2015-01-23,7.885062674,-0.204754135,45.24914642,16.06,0.1,0.111305133,2.296006508,2.3,6.736261168,1.785010903,21.27016663,3.549836104,11.72977109,8.182221882,——,2.441354586,4.670503801,84.61283058,31.45163034,57.5495563,42.4504437,1.851655518,0.598813963,1.318058386,——,80.08008509,69.57295338,1.12387493,-23.07692308,-19.04523847,——
000166.SZ,申万宏源,2015-01-26,14.64741674,6.732523965,1.973753884,5.78,0.08,——,2.364911627,2.36,25.97289375,——,——,——,——,——,——,69.70484286,255.1401314,2703.349626,79.21092136,——,——,——,——,——,——,——,——,——,0,41.05173559,——
603678.SH,火炬电子,2015-01-26,11.09169726,24.08977075,19.50360361,31.75,0.15,0.199581194,2.175828864,2.18,11.40507883,2.051091524,26.4881651,1.386760431,10.08264603,7.416597575,——,-1.285861496,2.501961794,15.66955846,25.88630171,64.38959863,35.61040137,2.877863198,0.398733448,2.064707269,——,152.5008258,216.0008629,0.590160738,-6.25,30.28628427,——
603686.SH,龙马环卫,2015-01-26,28.06326245,101.4242314,42.63393888,25.92,0.19,0.295900227,3.084170991,3.08,9.84619111,2.637638056,26.51523883,0.551996755,8.095820027,8.8552861,——,2.780592028,-22.84355154,-175.1657991,42.22246664,72.6675967,27.3324033,1.803197995,0.237771797,1.477733318,——,65.2670741,139.9725392,1.378949512,46.15384615,22.68054831,——
002734.SZ,利民股份,2015-01-27,-16.24061778,8.076464595,-3.413132976,16.91,0.5,0.750108892,6.642830962,6.65,12.60937477,4.411752035,27.39010107,2.972463038,10.8933465,16.90839345,——,13.73608558,-3.588945428,-25.3245782,50.4576616,44.2671961,55.7328039,1.024508484,0.213177427,0.741026233,——,62.63759544,26.44650192,1.436836765,72.4137931,234.1695063,——
603558.SH,健盛集团,2015-01-27,-3.932531316,-18.39249704,3.794645354,9.91,0.14,0.15329834,1.779859013,1.78,14.67738546,1.688005221,24.4652943,3.125442991,7.10301892,6.124647071,——,-4.38406399,19.87699194,167.2307582,18.2609623,31.62563062,68.37436938,1.752124699,0.638503073,1.097652144,——,145.2704514,66.93309295,0.619534111,-17.64705882,-7.793705703,——
603899.SH,晨光文具,2015-01-27,7.898596994,17.65503536,52.16130635,63.7,0.2504,0.288584258,5.336576504,5.34,10.35245124,3.663307125,27.92126179,2.142292914,22.3685894,20.48412369,——,2.735829204,-12.41571267,-134.3776839,32.50936167,67.59112568,32.40887432,2.184962477,0.588493115,1.554546889,——,81.78700323,46.50435735,1.100419339,-10.95305832,-11.54801026,——
603611.SH,诺力股份,2015-01-28,8.227549454,22.36912132,19.93903045,22,0.25,0.319826195,4.002998504,4,6.196046088,1.691938882,20.27441855,2.200376602,9.353063267,10.21121264,——,-3.465958706,-6.66459397,-84.02960835,66.7341826,68.08458748,31.91541252,1.162977187,0.286379163,0.738684256,——,148.2119274,72.64681165,0.607238578,19.04761905,70.61399478,——
603698.SH,航天工程,2015-01-28,-11.24744018,-16.3623299,-19.0302947,12,-0.05,-0.057884063,-1.055194456,-1.05,-71.27375715,-0.795095432,-29.32678153,32.22988096,3.525237935,-4.21853994,——,——,538.9518587,——,29.00344363,74.44705366,25.55294634,2.721861298,1.429379219,2.545254889,——,363.4328629,1531.272537,0.247638585,-200,-72.874744,——
603799.SH,华友钴业,2015-01-29,7.223360484,-14.74394828,92.25675601,42.1,0.17,0.260979281,2.246147842,2.25,3.788635306,1.211888759,13.68289955,1.160939305,1.544990359,4.026980956,——,13.35660738,1.47772115,31.71819075,57.61695993,39.85754243,60.14245757,0.842022016,0.24104271,0.561208468,——,78.56870546,17.7157493,1.145494246,1600,0.533887411,——
002741.SZ,光华科技,2015-02-16,-0.951676226,-13.00436711,-4.099466346,12.99,-0.04,-0.021738118,-1.088411964,-1.09,-4.462706851,-0.316366964,16.35336572,5.953156756,-0.632872953,-2.35808133,——,——,6.503684514,——,51.2641299,52.93710306,47.06289694,1.427050782,0.134089245,0.854729165,——,198.7624605,138.9373504,0.4528018,-200,-25.03345544,——
002746.SZ,仙坛股份,2015-02-16,-17.8508122,-18.18387457,-21.9246246,14.45,0.35,0.345384805,4.808611338,4.81,24.00567479,3.61837222,22.55406904,0.086623042,26.31485838,17.39218003,——,13.55188552,23.32701787,112.6238787,20.49821941,75.11533077,24.88466923,3.718867532,2.014392204,3.228830571,——,68.33376659,9.240884537,1.31706482,2.941176471,-6.708474947,——
300425.SZ,中建环能,2015-02-16,-13.66410561,-8.694185035,-15.0302947,4.85,0.0342,0.047979905,1.337407139,2.55,14.41403523,0.986561582,41.04203835,2.686572383,6.963800156,3.940489684,——,0.858837892,-47.51607121,-475.6801463,41.46963029,53.30968275,46.69031725,1.616372088,0.173075621,1.290431044,——,314.207126,508.4287392,0.286435261,14.76510067,-11.85730373,——
002742.SZ,三圣股份,2015-02-17,-6.388402776,8.113194575,-12.94696137,7.35,0.0471,0.133242567,1.312752577,1.33,4.540410912,1.165862946,23.44263426,1.026957478,2.736664665,2.110640868,——,——,21.07364784,818.4919167,63.14086692,50.19919061,49.80080939,0.835432297,0.197776284,0.708063104,——,87.48637768,298.3155489,1.028731585,-43.52517986,-26.06134462,——
002743.SZ,富煌钢构,2015-02-17,-5.113995066,15.02157282,16.02772578,7.68,0.0037,0.102975204,0.056824118,0.06,0.285070787,0.453619066,11.07535025,3.303145034,1.313898504,0.083997963,——,——,-12.05194597,——,70.8619237,76.24207302,23.75792698,1.209211254,0.147982696,1.105694886,——,265.8894016,343.7148641,0.338486602,-90.75,-35.46782146,——
002745.SZ,木林森,2015-02-17,18.74460736,3.792708865,21.06642378,15.76,0.09,0.218570062,1.082748886,1.08,2.974499551,0.817772562,33.83223753,1.921964036,1.710042504,1.751689844,——,20.36456587,9.368777826,466.4239598,68.90257817,59.06936448,40.93063552,1.1882921,0.469417726,0.950039667,——,145.3697392,133.3419375,0.619110968,-30.76923077,-19.42853722,——
300394.SZ,天孚通信,2015-02-17,24.21951718,67.53676333,107.2461281,68.35,0.2351,0.272252801,3.89954726,3.9,29.85370808,3.905924834,47.06406826,7.731496207,14.55693009,15.44163899,——,8.226320704,49.60970701,161.8436676,14.60421542,67.31616787,32.68383213,5.11751473,1.833394938,4.631636923,——,90.32891302,132.0825922,0.996358718,37.4050263,39.90821435,——
300420.SZ,五洋停车,2015-02-17,-17.17135495,-5.100878165,13.9325233,6.59,0.0342,0.044189663,1.449045924,1.45,12.21350675,1.116571805,35.37503796,4.990939794,7.103974709,4.911475687,——,0.25466816,-38.00560235,-349.9589435,35.98078867,56.2090976,43.7909024,1.631605659,0.136646741,1.142728525,——,313.2847004,346.5472702,0.287278631,-30.62880325,-15.93486477,——
300421.SZ,力星股份,2015-02-17,-3.442564346,-12.77069722,-16.53859033,6.53,0.0288,0.035224364,0.617937496,0.44,4.765485533,0.606275352,19.69181673,3.999974521,2.250683904,2.293641825,——,——,0.971802251,21.95789961,19.52322757,47.45075479,52.54924521,2.919151602,0.555368807,1.936945056,——,163.8529654,128.5247709,0.54927294,-78.69822485,-14.46120407,——
300422.SZ,博世科,2015-02-17,-11.68150079,-5.307287585,-9.739289406,11.94,0.17,0.296039482,3.340117885,3.34,9.403540926,1.106111672,27.14913561,3.275361493,4.010951097,3.747483957,——,3.659342381,-13.94706456,-145.4594557,79.14602458,42.55177692,57.44822308,0.80245714,0.243423706,0.747315037,——,52.00499382,226.5921294,1.730603032,-15,-1.4182559,——
300423.SZ,鲁亿通,2015-02-17,-2.432894226,-5.686406395,-16.90920911,14.1,0.15,0.202087346,2.048390842,2.05,12.27402912,1.285595713,28.21467096,3.044435832,10.62402361,5.17383571,——,1.92836138,-51.85362356,-354.1041706,54.94852021,71.78141631,28.21858369,1.362871282,0.126140003,1.012322525,——,304.768745,535.7556756,0.295305872,-11.76470588,-4.624254998,——
300426.SZ,唐德影视,2015-02-17,76.17424969,44.18488987,52.11256244,9.36,-0.06,-0.023923512,-18.33231771,-21.54,-23.95839713,-0.448923382,27.39154371,——,-10.95341723,-12.58773911,——,——,-92.04905634,——,94.90288983,91.73191468,8.268085324,1.1404095,0.014684149,0.577807376,——,1062.619877,240.3338432,0.084696326,45.45454545,259.2991948,——
300427.SZ,红相股份,2015-02-17,-20.45634765,20.98254744,36.28056672,20.2,0.2259,0.327968349,3.502725272,3.56,25.32357492,2.336094242,53.00870633,3.506414602,5.665086591,7.695700393,——,——,-9.321601282,-30.30442454,52.61011713,44.46800154,55.53199846,1.417232404,0.511822011,1.279056014,——,132.6356193,275.3014285,0.678550758,31.3372093,1.556708417,——
603222.SH,济民制药,2015-02-17,-42.5181737,-39.78059601,-33.01151536,34.94,-0.02,-0.015874403,-0.841456435,-0.84,-8.746143483,-0.244444381,36.60283217,4.256091913,3.072175255,-1.78908578,——,——,-3.540995458,——,48.77430272,32.63863803,67.36136197,0.953475715,0.212708292,0.800438344,——,115.0855554,109.3606128,0.782026899,-150,-31.66305025,——
603618.SH,杭电股份,2015-02-17,-10.96689486,5.274033745,-32.49696137,6.19,0.01,0.042952636,0.320021352,0.31,0.938308894,0.438096164,15.23584242,3.250432786,1.680359317,0.566626861,——,7.140375559,-58.32480229,-2623.357577,62.43781541,73.97201529,26.02798471,1.499343218,0.214795893,1.093302057,——,152.1575266,190.3270702,0.591492265,-66.66666667,-3.348227399,——
603898.SH,好莱客,2015-02-17,-1.277497826,-11.54542549,-13.4143842,16.35,-0.06,-0.058756336,-0.685847286,-0.68,-10.58969482,-0.507698865,35.08670736,6.913360434,10.26566431,-2.262530213,——,——,-86.76927399,——,27.87809978,43.84946046,56.15053954,3.959467455,0.621964641,3.604210525,——,99.76813602,14.9208935,0.902091626,-150,-48.30223464,——
603939.SH,益丰药房,2015-02-17,-29.62607618,-0.887670355,16.37651534,87.99,0.506,0.772969488,4.139083553,4.12,7.068840108,3.087025933,38.18429655,0.061482831,7.369456566,9.86307461,——,1.026335181,9.671695604,106.7922755,49.59667792,57.06274905,42.93725095,1.3575472,0.475541819,0.882843355,——,90.18968662,22.11465881,0.997896804,29.41176471,23.4276064,——
603118.SH,共进股份,2015-02-25,-20.94288278,-8.068233555,20.44304589,12.45,0.07,0.078592278,1.138632494,1.14,3.019520193,0.766512151,12.24008819,4.880063722,4.785351377,3.424335216,——,26.86344556,5.709647538,275.9185911,41.08220813,60.60787003,39.39212997,1.605991915,0.17086217,1.343485382,——,49.60488929,103.8085044,1.814337282,-36.36363636,-16.69057785,——
601198.SH,东兴证券,2015-02-26,6.735713624,-2.623860775,5.810492424,13.51,0.11,——,1.511034049,1.51,43.38832828,——,——,——,——,——,——,13.96811673,1133.531504,2445.178071,76.38369704,——,——,——,——,——,——,——,——,——,-45,-30.55570346,——
603828.SH,柯利达,2015-02-26,3.720545994,-10.26207502,-48.49183316,5.19,0.03,0.050300796,1.376789659,1.51,6.108769422,0.707688627,10.11719161,3.582749671,0.760319044,3.223916716,——,2.349325039,-73.01515088,——,62.77755405,73.94880765,26.05119235,1.253031397,0.103177085,1.233013386,——,14.06791906,413.06396,6.397534673,-57.14285714,-5.943636748,——
603969.SH,银龙股份,2015-02-27,-10.84872265,-9.153773745,-19.82481525,4.17,0.01,0.014012463,0.242185897,0.24,1.223393579,0.383530245,11.77147618,2.993582598,5.299732561,0.605435811,——,1.974647811,4.749540874,——,39.13877901,79.29369185,20.70630815,2.151324451,0.139307043,1.827073307,——,107.6730821,349.2177596,0.835863507,-50,-33.26004164,——
603309.SH,维力医疗,2015-03-02,-46.57707306,-15.12482395,-31.61797243,14.08,0.04,0.076436321,0.765209906,0.77,6.036161131,1.053373704,42.16005397,5.096259548,8.673154121,2.512090318,——,3.678839059,10.65907354,99.0107884,27.71546659,28.57610203,71.42389797,1.939278775,0.813295355,1.349089633,——,114.3223542,50.19872744,0.787247609,-60,-19.13839824,——
603997.SH,继峰股份,2015-03-02,-33.19916482,-20.48570652,-15.71149361,7.29,-0.05,-0.031119351,-1.058061472,-1.06,-1.545152389,-0.185094796,13.05037291,1.685534664,1.742302539,-1.775555083,——,——,-3.532927409,——,70.76433783,38.47508575,61.52491425,1.087391307,0.294399966,0.776039286,——,48.9980129,49.10653956,1.836809182,-183.3333333,-14.34110269,——
603015.SH,弘讯科技,2015-03-03,1.906264434,-0.499767265,-8.927008316,6.78,0.02,0.01427243,0.62904425,0.56,4.391215668,0.330854369,36.20604056,11.30090714,2.256141855,2.018023238,——,2.850447523,4.778192045,383.6597191,30.66952127,66.46564799,33.53435201,3.098724528,1.201102657,2.329939371,——,297.1686748,144.730806,0.302858301,0,-1.312877173,——
300433.SZ,蓝思科技,2015-03-18,66.20577058,51.84289433,368.5377804,30.9,0.2,0.263509886,3.775147948,3.78,12.77619579,2.443438269,26.7352879,4.357218962,9.249792025,9.766106809,——,0.005466445,29.27697932,230.498065,48.45234703,35.01737703,64.98262297,0.934514072,0.383010313,0.755948758,——,56.49004592,79.58441668,1.593201042,1100,44.59746305,——
002748.SZ,世龙实业,2015-03-19,-5.592132066,-5.037518045,-15.54180365,7.78,-0.09,-0.095856547,-2.000001467,-1.94,-7.438659441,-1.239751203,4.366482185,0.611985348,-2.64241995,-5.649067913,——,——,-11.82903475,——,40.42632387,31.11336414,68.88663586,1.072832466,0.238625614,0.888682971,——,30.34670348,51.67998318,2.965725752,-1000,-40.16780552,——
300374.SZ,恒通科技,2015-03-19,109.4534231,96.58644721,104.4232572,20.08,0.01,0.039593584,0.125330662,0.13,2.487137224,0.340681695,36.36906299,3.0756099,2.663160387,0.33322206,——,2.719704434,104.3424328,——,45.31650724,38.22355792,61.77644208,1.021775586,0.023878144,0.945839915,——,222.0829566,943.053671,0.405253971,-66.66666667,-46.64607738,——
300428.SZ,四通新材,2015-03-19,5.045765134,-3.380843295,29.55515369,17.09,0.13,0.177122095,1.988299995,1.99,5.92978352,1.502910811,20.23067372,4.191419446,6.770634095,5.029309236,——,-6.192253825,9.31093399,158.9465001,42.5374179,59.79161915,40.20838085,1.780702383,0.458492294,1.294988693,——,99.11192075,78.7989794,0.908064331,-31.57894737,-18.21412559,——
300430.SZ,诚益通,2015-03-19,-8.695306946,-7.023589335,-16.25129592,8.09,-0.08,-0.096391737,-1.220339223,-1.22,-40.25183078,-1.120866086,38.67483231,21.37981491,2.337167333,-4.137177789,——,——,-128.9611841,——,26.88550382,52.36665209,47.63334791,1.981903828,0.14484329,1.128184436,——,1401.171122,631.146779,0.064231983,-260,-64.09314328,——
300432.SZ,富临精工,2015-03-19,-26.06658411,-27.57283925,33.8107649,8.99,0.1666,0.200514975,4.625721379,4.63,24.1456521,3.281338643,36.70473908,9.089557775,27.61099519,16.53621731,——,19.54259604,33.39551434,197.9057314,29.93075054,56.50904149,43.49095851,2.338848783,0.78992105,1.885624542,——,122.469275,80.06460125,0.734878197,149.0284006,2.177129195,——
601689.SH,拓普集团,2015-03-19,46.37775557,54.24931652,240.4463787,35.05,0.11,0.14046906,1.530650269,1.53,9.429262613,1.327457272,27.36053947,6.220789204,4.777480651,4.823050009,——,2.083004051,6.917431098,70.28729392,32.30590611,46.89636832,53.10363168,1.620550659,0.291050768,1.269253829,——,121.3741846,130.3934546,0.741508586,-31.25,-2.983185162,——
603268.SH,松发股份,2015-03-19,-5.323452386,-22.62181013,-18.51792945,15.22,-0.04,0.042541303,-0.704832092,-0.7,2.097526058,0.441395751,33.45171561,2.869479438,1.252457977,-1.815123486,——,-27.81409869,19.49866832,——,40.07257668,37.75536889,62.24463111,1.118803583,0.179407031,0.639914504,——,358.734699,162.9868472,0.25088178,-144.4444444,-47.06889906,——
603519.SH,立霸股份,2015-03-19,-0.483383546,-14.73410738,-21.09090076,14.26,0.12,0.13648528,3.571972313,3.57,10.79768939,2.456370836,16.04783356,1.995228812,12.32261471,11.18129273,——,0.754157377,10.0232247,83.0432041,39.66527641,78.8225684,21.1774316,1.996513468,0.256303036,1.782338469,——,41.57608148,178.3271943,2.164706168,-29.41176471,-21.40514369,——
002747.SZ,埃斯顿,2015-03-20,52.97142088,37.59389906,87.67877479,17.21,0.02,0.020791689,0.8653571,0.87,6.825005455,0.451430865,——,10.44459987,1.841537804,1.757511724,——,230.6971869,-9.731359407,——,56.13980852,46.64618557,53.35381443,0.945079597,0.15320781,0.746226344,——,——,255.2044984,——,0,-28.8648355,——
002749.SZ,国光股份,2015-03-20,-0.756701356,-1.366512825,9.272135544,13.81,0.15,0.153313647,4.806475114,4.81,29.59445918,4.181551953,47.77313362,3.475913969,17.69054459,19.001189,——,——,1.022633252,2.966269412,15.75825058,60.08788861,39.91211139,4.689032394,2.806718824,3.491973755,——,187.7188798,22.68390191,0.479440321,15.38461538,6.899558346,——
603012.SH,创力集团,2015-03-20,-3.765281676,-12.31729237,-38.71693064,8.28,0.08,0.104480464,1.898864469,1.9,14.39943815,1.238726537,35.50126313,5.288433894,8.603400672,5.801140424,——,0.637435986,-4.22913607,-43.11895849,45.55239502,71.51928413,28.48071587,1.747894423,0.254784997,1.350220888,——,306.6869449,352.6645431,0.293458856,14.28571429,-10.24253908,——
603030.SH,全筑股份,2015-03-20,27.98598923,20.72857919,27.31845975,8,0.03,0.107784517,1.065144052,0.87,5.485182181,0.624640083,16.07049486,2.701776711,3.923920457,2.049406539,——,1.989045812,-34.56506643,-2127.050942,71.8422767,87.16000834,12.83999166,1.224256934,0.13040756,1.130625177,——,98.66815127,835.5711617,0.912148437,-66.66666667,-47.87911335,——
603158.SH,腾龙股份,2015-03-20,14.35472443,-1.630808395,54.34955026,26.22,0.12,0.187952064,2.3973396,2.4,10.89951325,1.678433337,33.14251493,5.244929618,7.997656258,6.295394225,——,0.361377322,11.19277396,101.3986117,46.06253041,56.79859422,43.20140578,1.338783212,0.215376789,0.872223071,——,226.6457468,175.5428353,0.397095473,50,28.83115221,——
600958.SH,东方证券,2015-03-23,10.57421821,3.582011475,0.652183524,11.95,0.12,——,1.493230218,1.49,21.1147721,——,——,——,——,——,——,90.3823653,89.81673425,——,80.24870879,——,——,——,——,——,——,——,——,——,-33.33333333,-5.908605248,——
002750.SZ,龙津药业,2015-03-24,-22.24748863,-37.03154075,-24.23572106,9.37,-0.0105,-0.014802795,-0.673361004,-0.67,-14.72226139,-0.737655118,85.43171483,14.03713766,-5.246981099,-2.693444015,——,——,-24.83434478,——,16.33004276,59.8509757,40.1490243,5.020658374,0.952589868,4.632601596,——,543.1563862,70.09617582,0.165698135,-180.1526718,-36.56087151,——
