证券代码,证券名称,首发上市日期,相对大盘区间涨跌幅3月前,相对大盘区间涨跌幅6月前,相对大盘区间涨跌幅52周前,"收盘价
[交易日期]最新(2020-07-21)
[复权方式]不复权","每股收益EPS(基本)
[报告期]最新一期
[单位]元","每股息税前利润
[报告期]最新一期
[单位]元","净资产收益率ROE(平均)
[报告期]最新一期
[单位]%","净资产收益率ROE(加权)
[报告期]最新一期
[单位]%","销售净利率
[报告期]最新一期
[单位]%","总资产报酬率ROA
[报告期]最新一期
[单位]%","销售毛利率
[报告期]最新一期
[单位]%","研发费用/营业总收入
[报告期]最新一期","投入资本回报率ROIC(TTM)
[交易日期]最新(2020-07-21)
[单位]%
[TTM基准日]报表公告日期","年化投入资本回报率ROIC
[报告期]最新一期
[单位]%","EBITDA/营业总收入
[报告期]最新一期
[单位]%","价值变动净收益/利润总额
[报告期]最新一期
[单位]%","经营活动产生的现金流量净额/营业收入
[报告期]最新一期
[单位]%","经营活动产生的现金流量净额/经营活动净收益
[报告期]最新一期
[单位]%","资产负债率
[报告期]最新一期
[单位]%","流动资产/总资产
[报告期]最新一期
[单位]%","非流动资产/总资产
[报告期]最新一期
[单位]%","流动比率
[报告期]最新一期","现金比率
[报告期]最新一期
[调整类型]调整前","速动比率
[报告期]最新一期","息税折旧摊销前利润/负债合计
[报告期]最新一期","存货周转天数
[报告期]最新一期
[单位]天","应收账款周转天数(含应收票据)
[报告期]最新一期
[单位]天","存货周转率
[报告期]最新一期
[单位]次","基本每股收益同比增长率
[报告期]最新一期
[单位]%","营业总收入同比增长率
[报告期]最新一期
[单位]%","收益质量风险
[报告期]最新一期"
002007.SZ,华兰生物,2004-06-25,-5.188615936,45.39130108,58.67922758,54.18,0.1762,0.207358993,3.708171346,3.71,35.04273768,3.784665563,61.45741607,4.860283983,18.57368124,14.77728736,——,0.599286238,14.15221313,33.19025069,8.549324938,75.04145399,24.95854601,8.840906757,1.625032921,7.113248864,——,396.701027,154.2258888,0.226871104,-4.756756757,-2.62228877,——
002008.SZ,大族激光,2004-06-25,13.96140394,-19.76862626,26.42254231,39.14,0.1,0.119521461,1.20777865,1.21,6.763359543,0.694054201,39.48406442,12.46915452,4.131221056,3.082682695,——,8.615040985,-12.74003008,-600.863169,51.37274282,62.85632999,37.14367001,1.727542769,0.558845467,1.293533002,——,271.2919021,229.5372764,0.331745988,-33.33333333,-28.96142995,——
002009.SZ,天奇股份,2004-06-29,-7.751676226,-16.61513605,-19.82001433,8.15,-0.02,0.024923261,-0.302922662,-0.3,-1.184034364,0.157611324,18.03426545,3.07330745,0.659684903,-0.566204536,——,——,-14.77701464,——,64.414938,65.54483528,34.45516472,1.046496509,0.250028112,0.812547279,——,199.1885642,208.8027692,0.451833168,-120,-22.29758475,——
002010.SZ,传化智联,2004-06-29,-17.0740806,-26.14692282,-36.22665361,6.06,0.0046,0.031218053,0.103767154,0.1,0.127498635,0.32769361,13.59906754,1.791919512,6.052890879,0.261176307,——,20.7673093,2.145267402,4373.296574,48.34748884,35.70478706,64.29521294,1.237245223,0.410903609,1.063705729,——,44.63806861,37.75834581,2.016216266,-90.8,-26.19447508,——
600022.SH,山东钢铁,2004-06-29,-7.956804436,-5.832571885,-26.35104942,1.41,0.0027,0.041119038,0.14020317,0.14,0.808837658,0.640800278,5.558037961,1.065137924,1.052831564,0.268856553,——,7.232985301,-3.458887937,-351.9624074,57.51809677,29.65890422,70.34109578,0.703653063,0.164660279,0.532208587,——,24.62471179,17.83657375,3.654865112,-80.43478261,40.07592649,——
600981.SH,汇鸿集团,2004-06-30,-8.860203366,-10.66567668,-22.5302947,3.7,-0.02,0.022345479,-1.035486955,-1.04,-0.881726106,0.193226573,6.38861039,0.136271115,0.465730647,-1.303455652,——,——,-5.311999002,——,75.53663367,79.0041665,20.9958335,1.166991957,0.272613939,0.956797337,——,56.24709219,51.20578271,1.600082715,-122.2222222,-29.48560986,——
002011.SZ,盾安环境,2004-07-05,-23.69533821,-32.03332557,-37.27438919,3.95,-0.02,0.039765718,-0.672013463,-0.67,-2.16813489,0.432406287,17.80788244,4.453408682,1.036190866,-1.042717648,——,——,-0.499628706,——,73.36865021,66.30309931,33.69690069,1.359281707,0.255775312,1.063674838,——,97.87691482,115.5616869,0.91952224,-133.3333333,-46.88581016,——
002012.SZ,凯恩股份,2004-07-05,-15.45680444,-4.330244335,13.2792776,6.3,0.02,0.054927358,0.781885074,0.78,6.998229083,1.317375816,33.32802095,8.411534413,3.207227248,2.482855391,——,9.912957033,-41.4413855,-526.4139672,30.90644328,69.51854681,30.48145319,2.489199917,0.571935913,1.861778556,——,163.8869576,75.92137977,0.549159014,——,-2.867344946,——
002013.SZ,中航机电,2004-07-05,17.86737139,41.01390155,46.07253689,10.81,0.0181,0.033254248,0.663757956,0.66,2.663978665,0.425384237,19.74698458,3.109353596,5.599150747,1.477320809,——,-0.145299675,-21.05031214,-641.9053562,54.64490748,64.7719588,35.2280412,1.533542758,0.323464867,1.135497304,——,248.3696782,370.3471413,0.362363074,7.738095238,-16.07525048,——
600982.SH,宁波热电,2004-07-06,-9.583810526,-8.927049945,-23.0798303,2.97,0.0225,0.044737164,0.729022428,0.74,5.669055069,0.775218562,9.999643962,——,1.770333598,1.810471562,——,111.7298441,38.09744408,——,43.79471595,33.79689054,66.20310946,1.086529304,0.429861778,1.041792069,——,25.91160901,33.4172523,3.473346636,-46.04316547,-33.44688749,——
600984.SH,建设机械,2004-07-07,66.01022853,104.5030402,211.5681708,25.54,-0.0738,-0.03577768,-1.622390279,-1.62,-13.2718484,-0.288591718,18.76929315,5.552028006,5.764570667,-3.355062028,——,——,-28.15705297,——,63.17769335,41.12725358,58.87274642,0.948961659,0.151685355,0.85681937,——,97.18404559,529.2554428,0.926077932,-378.490566,-15.45390698,——
002014.SZ,永新股份,2004-07-08,-1.797211626,7.841119385,40.39662281,10.74,0.1,0.114996898,2.764170071,2.71,9.396580397,2.224348503,26.12613751,4.887234885,12.15789029,9.272083306,——,0.030045036,4.026158763,37.65971676,34.42719447,64.29457194,35.70542806,2.011581731,0.589462194,1.70878929,——,60.16226867,75.30220316,1.495954225,0,-6.595635355,——
002015.SZ,协鑫能科,2004-07-08,-24.69756368,-15.55064159,-10.97872932,5.65,0.0665,0.266157946,1.847738683,1.85,5.672100931,1.480167108,17.32380879,0.020513058,3.844253908,2.308834395,——,6.264436179,21.80499829,450.134966,68.36006054,26.4820405,73.5179595,0.888869285,0.467319166,0.865824348,——,7.903249842,64.19764186,11.38772047,175.93361,15.52246437,——
002016.SZ,世荣兆业,2004-07-08,-16.2786781,-24.18914966,-29.16203123,7.17,0.1737,0.252692581,4.337143385,4.34,33.36938416,2.33660018,59.09466913,0,18.69471094,12.84478817,——,2.653264809,99.20824773,207.3153408,62.43303712,89.23395321,10.76604679,1.637420753,0.537730966,0.871174355,——,2032.536754,3.223471755,0.044279642,-33.08936826,-28.96288164,——
002017.SZ,东信和平,2004-07-13,-17.46000957,-24.77309082,2.813216754,12.35,0.0106,0.002660729,0.338640537,0.34,2.467320586,0.055820173,27.3164104,13.23396599,2.425652732,1.278631087,——,24.16871533,-41.22052953,-1817.213285,35.09665676,84.2607262,15.7392738,2.630183712,1.570277123,1.925746504,——,311.9169134,75.43104906,0.288538377,-42.7027027,-28.64766743,——
002019.SZ,亿帆医药,2004-07-13,41.10045409,49.07186277,146.3779049,29.33,0.26,0.321894636,4.211479349,4.22,23.81909658,3.515820751,55.65283516,4.461621898,10.80404105,13.31694963,——,-0.334987728,15.58198432,53.09622203,29.43201007,34.05833074,65.94166926,1.333892998,0.581519575,1.133403801,——,91.24711808,71.3541608,0.986332521,116.6666667,16.62009234,——
600965.SH,福成股份,2004-07-13,-20.63997878,-13.4729712,-40.79716587,7.26,0.02,0.018443052,0.879763295,0.88,7.779433579,0.554775912,28.45753834,2.57487284,8.135769645,3.124832031,——,0.5779906,11.08025756,121.2416565,20.39054513,74.07040405,25.92959595,3.80014901,1.084928567,2.589484364,——,357.5456288,67.16853536,0.251716124,-60,-37.78265895,——
600482.SH,中国动力,2004-07-14,2.842241484,-8.505988705,-29.26700139,20,-0.02,-0.003956722,-0.125595262,-0.13,-0.792918505,-0.012003462,11.45233156,4.03528332,2.345976394,-0.413337513,——,——,-10.87263868,——,34.41871269,69.07119572,30.92880428,2.41417265,0.553282374,1.836745874,——,241.8618828,295.2324014,0.372113203,-120,-46.7946743,——
002020.SZ,京新药业,2004-07-15,4.099052284,15.54676101,-5.460140596,13.51,0.1329,0.153152935,2.579208201,2.63,12.1579755,1.936298002,60.89268821,8.343647726,10.83455717,8.714450345,——,6.387020838,15.35286219,140.8403079,36.03361568,63.82056604,36.17943396,1.900295202,0.283561147,1.695131666,——,118.7184761,48.0383077,0.758095984,-29.86807388,-11.15214608,——
002022.SZ,科华生物,2004-07-21,-1.797502746,49.16938336,103.5961361,21.01,0.0975,0.207330837,2.098608693,2.1,15.31193953,2.800116348,48.4293868,3.210145954,6.868295762,6.892620539,——,——,10.33379801,56.99508298,29.15950135,51.7774671,48.22253291,2.602654057,0.607949369,1.824541988,——,187.0268043,114.2674915,0.481214446,0.827300931,6.133454358,——
002023.SZ,海特高新,2004-07-21,-3.337333596,26.19252903,36.61707841,17.03,-0.0633,-0.048270716,-1.353497588,-1.35,-33.99675837,-0.512410336,41.43785806,4.876430751,-0.183750847,-3.247928498,——,——,-14.75779673,——,45.16842989,26.77932265,73.22067735,1.886724374,0.567785781,1.52770743,——,338.8748466,354.0166246,0.265584775,-221.7307692,9.151525699,——
002024.SZ,苏宁易购,2004-07-21,11.15227857,0.150082525,-6.158549276,11.29,-0.0592,-0.067904112,-0.628795477,-0.63,-1.278430899,-0.273171766,15.68937245,1.336517818,5.976353911,-1.420587802,——,——,-6.786812553,——,61.79058229,48.51635884,51.48364116,0.980795289,0.277866722,0.780887839,——,45.33555811,17.81689114,1.985196692,-502.7210884,-7.072968318,——
002025.SZ,航天电器,2004-07-26,47.31499043,54.4291059,59.26005404,42.98,0.17,0.210918635,2.377659156,2.38,10.71693949,1.618208335,40.93945581,9.978769027,10.77906167,7.947072618,——,——,-36.64578609,-230.5248657,32.70319118,85.86121843,14.13878157,2.827718284,0.36634313,2.507048502,——,104.3380042,383.0837619,0.862581192,-5.555555556,13.16332672,——
002026.SZ,山东威达,2004-07-27,24.75812769,24.04933391,10.37511071,6.96,0.07,0.082502451,1.300341839,1.3,9.322685613,1.193748157,25.19595404,5.827224033,-4.8419398,5.061451125,——,19.88933014,25.12827838,272.8097104,19.23805592,69.54113735,30.45886265,3.964664233,1.238447201,2.947439199,——,190.9684731,133.439589,0.471281979,0,-13.70589498,——
600983.SH,惠而浦,2004-07-27,-18.52562259,-3.409632185,-20.7498519,5.11,-0.14,-0.191503354,-2.867519785,-2.87,-12.16893427,-2.011238566,13.70337034,3.272545985,-8.113885416,-8.258369385,——,——,-62.75988684,——,46.7884544,68.82094324,31.17905676,1.515641284,0.343896086,1.257029396,——,97.84895844,127.617959,0.919784957,-600,-39.53685183,——
600973.SH,宝胜股份,2004-08-02,-8.125659966,5.133642485,1.505138374,4.44,0.032,0.107851983,1.105494426,1.19,0.774342631,0.818398159,5.935840131,1.115866463,1.005114412,1.214339344,——,——,-14.05740318,-1748.900354,73.48954005,69.09101602,30.90898398,1.06404695,0.231128523,0.899425706,——,27.38257639,84.3256494,3.286761578,-5.882352941,-8.500977263,——
002027.SZ,分众传媒,2004-08-04,20.29336881,-13.45380103,12.75917898,6.07,0.0026,0.004107958,0.274001972,0.27,1.76656484,0.323823514,37.54734928,1.721218212,10.61336342,1.026583453,——,-104.4575332,33.96129772,363.3115509,24.01106732,61.15252401,38.84747599,3.310131526,0.967127551,3.302648782,——,1.109143557,183.3105019,81.14368911,-88.88888889,-25.75817821,——
002028.SZ,思源电气,2004-08-05,2.521794494,50.33586137,112.3618254,24.24,0.12,0.127518895,1.733668274,8.73,10.52867505,1.114375255,34.3447236,7.653640143,14.66532797,6.298826165,——,-4.058370229,-65.94615981,-712.764511,38.15523738,75.54778968,24.45221032,2.008882275,0.31653419,1.438170126,——,267.6179743,313.1213976,0.336300281,300,2.687568,——
002029.SZ,七匹狼,2004-08-06,2.500576024,-3.915716105,-15.99492493,6.16,-0.06,-0.082247331,-0.703669008,-0.7,-5.428907265,-0.656989626,33.54383628,1.356402275,2.650997199,-2.149130272,——,——,-0.917230389,-19.38318794,37.88028427,54.34328758,45.65671242,1.525973,0.277600403,1.26008327,——,198.1457098,61.42346189,0.454211197,-150,-29.69678033,——
002030.SZ,达安基因,2004-08-09,10.39601921,162.4280106,200.5590589,33.2,0.2337,0.282726759,9.632988953,9.63,31.16942486,6.087599335,56.55000073,4.765427937,8.394230522,25.36260131,——,2.79056542,35.6732492,99.7820124,40.93943752,52.89224311,47.10775689,1.687646854,0.301824368,1.492332784,——,73.93843103,119.0798119,1.217228967,560.1694915,133.1636381,——
600987.SH,航民股份,2004-08-09,-12.24411422,-23.2304252,-24.77872237,5.74,0.07,0.094399699,1.527251162,1.71,7.95615235,1.450374564,18.1784636,2.71823731,11.66844183,5.103019007,——,-11.73352273,21.05322561,205.8917518,22.8407803,67.63402379,32.36597621,3.301460539,1.401363168,2.458000765,——,127.2645308,21.5019368,0.707188401,-41.66666667,-40.88035927,——
002031.SZ,巨轮智能,2004-08-16,-14.89550026,-8.261519815,-14.02019369,2,0.0029,0.019721147,0.208592026,0.21,5.713926308,0.75949577,25.08047458,4.009009744,0.458173286,0.565869023,——,-4.485185483,13.64109858,220.477,38.46676459,56.37793424,43.62206576,1.677517322,0.096550039,1.317376436,——,254.4327797,84.99735334,0.353728007,-6.451612903,-1.077295579,——
002032.SZ,苏泊尔,2004-08-17,-0.415435916,0.842911355,2.320094954,79.81,0.375,0.436058392,4.460581634,4.39,8.561863072,3.170207205,23.96859994,2.244284313,24.7527438,17.84232653,——,6.215245834,2.878671931,32.26273191,35.28095286,81.30408878,18.69591122,2.320998366,0.333920276,1.858625973,——,65.8976264,38.89905562,1.365754807,-40.38155803,-34.57309004,——
600971.SH,恒源煤电,2004-08-17,-3.310520486,-14.0658459,-19.1521585,5.35,0.17,0.229369266,2.255627829,2.25,16.3207924,1.756061166,38.8791949,——,9.048957685,6.844229592,——,2.744175612,30.95165352,154.7264261,42.84085508,52.36899725,47.63100275,1.678228932,1.2102323,1.617636087,——,37.91738106,122.4798653,2.373581653,-15,-24.22042303,——
002033.SZ,丽江股份,2004-08-25,-9.860965846,-2.601533525,-3.919183586,6.5,-0.0391,-0.044566976,-0.843496334,-0.82,-56.36108043,-0.860465293,11.68583479,——,5.791004932,-3.373985336,——,——,-1.624611839,——,5.879491773,39.47184133,60.52815867,7.013365515,6.6050626,6.929191129,——,32.57992656,10.5846231,2.762437166,-160.8087092,-67.76803632,——
002034.SZ,旺能环境,2004-08-26,18.3941571,29.85508904,28.00684058,21.57,0.2,0.311996275,2.057954114,2.05,25.83462483,1.435587814,46.2106834,2.581719534,5.590194125,4.482334646,——,——,31.99374118,138.7403379,54.31504102,13.2218831,86.7781169,1.046591082,0.437447905,0.999284364,——,28.58117489,124.0820167,3.148925835,33.33333333,48.71396722,——
600961.SH,株冶集团,2004-08-30,28.19971266,-4.177361395,-24.19060004,8.33,0.04,0.186376547,52.11180115,——,1.417904221,1.380461903,4.650593447,0.073223405,4.103375461,4.257188,——,61.66956567,3.660793397,190.3328145,90.13160692,48.99371074,51.00628926,0.924700543,0.146916924,0.714941142,——,25.23889965,6.888261462,3.565924079,144.4444444,84.65375176,——
002035.SZ,华帝股份,2004-09-01,-24.11065059,-26.38253192,-19.49223696,10.92,0.0533,0.063190377,1.54032217,1.53,6.892795375,0.975164416,43.93127888,6.41228105,16.67181743,4.625563536,——,16.14190524,-34.92664114,-696.5764783,41.00611194,71.77766886,28.22233114,1.803611685,0.314865889,1.538715974,——,130.1794351,187.2063228,0.691353438,-65.02624672,-48.07031174,——
002036.SZ,联创电子,2004-09-03,-27.80897882,-44.90054034,13.05051338,12.68,0.03,0.061781509,1.031502984,1.04,2.395948182,0.475860794,12.43554887,2.41467105,3.29149932,1.30974579,——,-4.639193645,0.107665566,6.003041667,71.38751393,60.70585247,39.29414753,1.182323535,0.317650527,0.72194081,——,212.6082185,165.0415756,0.423313834,-57.14285714,-6.692812145,——
600979.SH,广安爱众,2004-09-06,-23.70477506,-18.99390885,-25.89985992,3.69,0.0181,0.060563978,0.449973162,0.45,3.130554112,0.65221289,23.59995925,——,3.638012741,1.206573855,——,13.78414207,11.55086454,198.1095042,53.52073021,18.79471437,81.20528563,0.98773018,0.334182075,0.858923352,——,43.62827223,45.41595801,2.062882516,-68.73920553,-7.722803433,——
002037.SZ,保利联合,2004-09-08,0.697346484,-5.480787195,-17.79345259,7.39,-0.19,-0.124253504,-2.85207022,-2.85,-27.70581688,-0.47724504,21.59686272,0.355526779,0.807209379,-4.860505465,——,——,-37.14827953,——,67.93708183,75.89409368,24.10590632,1.395616332,0.23609161,1.324593497,——,123.5293306,1247.079432,0.728571907,-533.3333333,-53.70130555,——
002038.SZ,双鹭药业,2004-09-09,-9.019968916,-10.49486403,-16.52171901,13.21,0.0599,0.061463525,1.266292054,1.27,30.89734824,1.199051116,87.58369585,14.40091889,7.063716013,5.060203958,——,29.85201989,21.12891208,88.22447352,7.090182169,46.82289311,53.17710689,7.919950738,2.55867225,7.399839183,——,505.5742885,265.1913271,0.178015382,-79.54234973,-58.1934592,——
600027.SH,华电国际,2005-02-03,0.100831144,1.544006195,-7.106797426,3.95,0.099,0.33548968,1.8406723,2.13,7.23244888,1.442331128,16.4968842,——,2.153130255,2.693584423,——,8.38992408,29.13490993,361.462904,61.92043682,11.83071585,88.16928415,0.446456126,0.148349963,0.402033198,——,14.41960906,47.22366944,6.241500698,47.76119403,-6.009186235,——
002039.SZ,黔源电力,2005-03-03,7.277309274,11.68328302,10.94756508,17.07,0.1689,0.699496454,1.803338872,1.8,20.47910794,1.383265831,56.94965545,——,2.730279625,1.674027915,——,——,71.94281249,283.5757088,66.90914019,3.760446256,96.23955374,0.210718068,0.051960525,0.210673891,——,0.061415062,88.19857615,1465.43855,654.0178571,31.51104857,——
002040.SZ,南京港,2005-03-25,-10.58238075,-11.95892081,-24.72073885,6.71,0.046,0.098451697,0.826903549,0.83,16.6512868,1.030769441,48.00921343,——,3.434441176,2.397776461,——,10.08362607,20.58035325,114.2095687,27.37904062,12.3534245,87.6465755,1.403784984,0.371107678,1.390836705,——,6.111376183,76.29506022,14.72663395,-13.37099812,-4.506176602,——
600970.SH,中材国际,2005-04-12,-16.74729027,-19.95153608,-18.68689247,6.06,0.1,0.095796583,1.629156537,1.63,4.04883997,0.500478885,16.82222543,3.682601963,9.794885102,4.390077052,——,1.635453392,-32.55781594,-642.888013,68.0529428,66.7044756,33.2955244,1.151786706,0.306387935,1.004052606,——,73.71812677,90.64196141,1.220866616,-23.07692308,-23.9823976,——
002041.SZ,登海种业,2005-04-18,-12.79676123,21.11685758,49.71706135,14.02,0.0382,0.020736948,1.176081125,1.18,11.88877744,0.497202364,35.23542325,8.980071502,2.448103219,4.696096862,——,67.00580361,-5.682495482,-157.0561736,13.40439707,78.25305756,21.74694244,6.288231449,1.123118533,5.090306949,——,488.6639192,17.3373398,0.18417566,607.4074074,20.39034958,——
002042.SZ,华孚时尚,2005-04-27,1.956898884,-25.01335629,-30.84872661,6.12,-0.02,0.036101416,-0.486485849,-0.48,-1.479738408,0.299437498,5.940838153,0.985460513,1.262274558,-0.771256581,——,——,16.27258503,——,64.14552589,62.19248104,37.80751896,1.081512848,0.281675341,0.588195283,——,221.8001486,32.81693595,0.405770693,-118.1818182,-36.54775583,——
002043.SZ,兔宝宝,2005-05-10,12.54891151,19.77572559,64.61882811,10.24,-0.04,-0.023827847,-1.636506262,-1.61,-7.470892239,-0.469233553,19.83053205,1.7415345,8.993527523,-3.888006006,——,——,-99.70090038,——,56.33546283,55.15199118,44.84800882,1.266681902,0.152620231,0.893688009,——,120.4168908,59.37439105,0.747403453,-133.3333333,-28.20193202,——
002044.SZ,美年健康,2005-05-18,26.93580518,3.632650965,33.35382349,16.07,-0.15,-0.164222044,-8.529550113,-8.3,-119.5580681,-3.518222627,-49.84955938,1.757018394,-9.872670201,-17.01550987,——,——,-184.1045615,——,57.48253281,41.92801783,58.07198217,1.090166144,0.485780978,1.065598754,——,16.64549419,394.5030489,5.406868608,-400,-58.15261669,——
002045.SZ,国光电器,2005-05-23,-9.707671826,-37.98570652,71.50816684,9.7,0.01,0.038250447,0.320976616,0.32,0.944379063,0.454974204,15.97771301,5.520658655,11.83450267,0.792935089,——,-27.97874174,27.92091874,1820.564589,47.77966406,56.91141996,43.08858004,1.336305152,0.321321104,1.019776918,——,82.72455889,132.3241178,1.087947778,0,-11.10480901,——
002046.SZ,轴研科技,2005-05-26,57.76410116,38.54990484,16.0577882,10.12,-0.0649,-0.038578897,-1.265506099,-1.27,-8.341368677,-0.447544573,19.00427318,3.936756829,-0.955828252,-3.679933822,——,——,-3.041768431,——,36.61050024,49.93030376,50.06969624,1.614038703,0.332040591,1.286238104,——,157.0184115,172.5996464,0.57318119,-221.7636023,-12.99181353,——
002047.SZ,宝鹰股份,2005-05-31,-16.60666682,-21.23245977,-20.04821585,5.3,0.01,0.040519392,0.422513202,0.45,1.785222895,0.535925003,16.73114352,3.529479525,1.619673623,0.808980457,——,0.122284846,-26.2399577,-695.5879793,58.78809055,96.25970493,3.740295067,1.637401454,0.190459621,1.61364032,——,30.22386589,741.8107761,2.977779227,-83.33333333,-37.42319408,——
002048.SZ,宁波华翔,2005-06-03,-22.12009729,-12.03332557,49.72066315,17.2,0.13,0.219508405,0.868457368,0.76,3.60018942,0.815745556,18.21769369,4.390662509,8.412822378,2.931932896,——,4.312536693,26.13264564,1202.970924,35.29496492,51.75529811,48.24470189,1.722708367,0.522445816,1.288394178,——,85.87688004,84.97760215,1.048011991,-31.57894737,-25.50898611,——
002049.SZ,紫光国微,2005-06-06,83.10088787,115.1294366,173.6988333,124.5,0.3132,0.347260581,4.438261568,4.44,29.29059519,3.100555345,58.04606448,16.60382931,10.02319856,14.53703432,——,3.742927839,-43.51153019,-142.7297133,35.63051941,63.4066602,36.5933398,3.123137014,0.785225451,2.428031647,——,302.9532882,282.7371685,0.297075501,183.438914,-3.465118365,——
002050.SZ,三花智控,2005-06-07,2.373259764,10.0187713,97.03551883,23.2,0.08,0.090813499,2.248752617,2.25,8.501992507,1.68774896,26.47176902,4.672450777,10.91858666,6.785807487,——,-28.10487951,20.90875639,173.3477006,36.00294691,66.9156735,33.0843265,2.390839082,0.681456409,1.893187513,——,105.115664,139.0103838,0.8561997,-11.11111111,-10.69508677,——
002051.SZ,中工国际,2006-06-19,-12.82923399,-18.88704911,-38.93938561,8.37,0.02,0.007209761,0.211978702,0.21,0.477289483,0.040571203,19.26213277,3.675579996,7.461780887,0.820919706,——,0.468104185,-47.3396442,-716.2498386,50.09496216,83.97563891,16.02436109,1.752978438,0.648616059,1.330880272,——,300.5383717,289.713641,0.299462593,-90,-48.34788139,——
601001.SH,大同煤业,2006-06-23,30.39606153,15.98439314,4.608531494,5.3,0.17,0.442893581,4.419416274,4.45,16.38849915,2.689926936,55.10641993,——,6.004108612,7.427015428,——,3.952470638,13.85261438,59.45026489,57.02102498,37.90443826,62.09556174,0.839210332,0.664113145,0.80206174,——,33.52204965,40.37900498,2.684800033,21.42857143,3.573260018,——
002053.SZ,云南能投,2006-06-27,2.014836824,-7.915750705,-10.84110551,7.71,0.1572,0.225208113,2.953153998,2.95,23.8409357,1.920142925,54.85820123,0.339720538,3.575262835,7.008588422,——,3.897366662,20.69398272,75.00012904,40.62817377,31.67020545,68.32979455,2.639440039,0.679945136,2.514048009,——,50.76521709,143.1979265,1.772867431,-12.763596,1.992555759,——
601988.SH,中国银行,2006-07-05,-19.79862459,-13.55557382,-21.56980424,3.43,0.17,——,2.781167209,3.03,38.02816901,——,——,——,——,——,——,13.21359846,293.2669845,885.0116142,91.43165695,——,——,——,——,——,——,——,——,——,0,5.014393692,——
002054.SZ,德美化工,2006-07-25,-9.161448846,-12.1620257,-33.99959295,7.39,0.056,0.071939356,1.258685131,1.25,7.666048214,0.980704633,37.37417675,6.632393259,4.522376567,3.767712666,——,106.8801798,3.640486937,——,28.96492123,52.13798553,47.86201447,2.866923392,0.837519803,2.515491698,——,105.9713911,216.2394418,0.849285822,15.70247934,-15.1747476,——
002055.SZ,得润电子,2006-07-25,17.57219338,21.14883618,47.55343736,16.99,0.0267,0.111707013,0.671001025,0.67,0.980268406,0.529716101,16.17033729,3.557589168,-12.05423087,1.032434476,——,23.8865058,8.757032581,——,74.56030064,64.14627856,35.85372144,1.112070442,0.131989564,0.791791628,——,142.5831742,142.6397686,0.631210523,-41.31868132,-13.87005081,——
600048.SH,保利地产,2006-07-31,-11.82136557,-3.328992765,-0.478570556,16.61,0.2,0.494707291,1.500705367,6.22,15.14345626,0.564475603,39.78153258,0.012866743,6.164563306,2.135777723,——,0.142950623,-126.3524443,-615.0736952,77.7199802,90.92740263,9.07259737,1.635525606,0.207037797,0.605469265,——,3733.042323,7.934065256,0.024109022,0,5.536133282,——
601006.SH,大秦铁路,2006-08-01,-18.76438396,-24.02142081,-29.42618159,6.66,0.17,0.234161487,2.232964348,2.23,17.17283095,2.345443495,18.85723275,0.003323955,9.707028801,8.231091808,——,19.4160797,-0.156553098,-0.897136124,16.0827771,20.76057769,79.23942231,2.515714532,1.195346176,2.384475254,——,10.67343981,33.78019561,8.432145739,-37.03703704,-18.08628049,——
002056.SZ,横店东磁,2006-08-02,-3.478285806,5.668636285,63.19793353,11.87,0.0536,0.050208847,1.649966627,6.38,6.481771582,0.958037634,22.11159453,5.486912649,9.444544384,5.154747677,——,-2.281893051,12.37434692,168.7181377,38.34917752,64.18085731,35.81914269,1.813618884,1.098608523,1.589000098,——,59.99008277,94.15113368,1.500247972,-22.31884058,-3.765464925,——
002057.SZ,中钢天源,2006-08-02,-3.368489526,-18.34408517,-39.58998159,7.71,0.0233,0.02612412,0.931386542,0.93,5.759464437,0.714177906,19.52197402,3.126100688,5.833069663,2.979778561,——,9.809665235,-43.9536169,-1116.893702,30.51290365,56.26134218,43.73865782,2.505682343,0.652240471,2.09065152,——,82.41072876,193.7171021,1.092090816,-70.20460358,-27.79785928,——
002058.SZ,威尔泰,2006-08-02,-12.12791386,-21.71185402,30.03473973,18.96,-0.029,-0.028562546,-2.376222301,-2.38,-40.55471483,-2.028008117,19.30187103,3.811721797,-8.500314799,-9.504889204,——,——,-24.92945357,——,14.08076081,81.17883045,18.82116955,6.47987655,1.504233962,4.421254403,——,550.4410457,305.4995345,0.163505249,-16,-48.37985022,——
002059.SZ,云南旅游,2006-08-10,5.135055164,14.04640865,-5.971061246,6.26,-0.0268,-0.027345286,-1.183206113,-1.18,-19.08035465,-0.467082327,16.18773048,3.65059898,1.934616655,-3.088345458,——,——,-97.52849915,——,55.62160879,52.27058962,47.72941038,1.251664683,0.256408087,0.749434631,——,576.1380611,304.2147698,0.156212557,-1588.888889,-51.21704791,——
002060.SZ,粤水电,2006-08-10,-10.44350013,4.688712085,-3.440890726,3.37,0.03,0.156196926,1.107286067,1.11,1.222266593,0.71272806,8.765471022,0.049348734,1.393865824,0.867038479,——,0.210914811,-21.40822119,-1018.7044,87.04224724,43.10220787,56.89779213,0.827364228,0.185610813,0.800906451,——,57.86241532,105.4225377,1.555413812,16.27906977,8.900364475,——
