date,新综指,沪深300,上证指数,机械设备,汽车,非银金融,银行,通信,传媒,计算机,国防军工,电气设备,建筑装饰,建筑材料,综合,休闲服务,商业贸易,房地产,交通运输,公用事业,医药生物,轻工制造,纺织服装,食品饮料,家用电器,电子,有色金属,钢铁,化工,采掘,农林牧渔
2019/11/6,-0.4331,-0.448,-0.4335,-0.7132,-0.5727,-0.6808,0.3393,-1.7852,-1.4332,-1.562,1.6235,-0.1399,-0.8198,-0.6989,-0.4544,-0.7057,-1.3576,-0.9728,-1.0653,-0.5833,-0.5842,-0.8713,-0.7516,-0.8809,-0.1874,-1.009,-0.1647,0.3241,-0.3914,-0.6218,-2.6503
2019/11/7,0.0029,0.1755,0.004,0.5633,0.809,0.1484,-0.2247,0.3794,1.0927,1.2114,-0.7143,0.3649,-0.1504,0.5821,0.5544,-0.6621,0.2778,0.3983,-0.0446,-0.053,0.9448,0.5261,1.1309,0.5903,0.0892,0.5402,-0.2766,-0.2944,0.5561,0.0462,1.765
2019/11/8,-0.4884,-0.4726,-0.4878,-0.5148,0.3401,-0.8997,-1.2518,-0.6044,-0.0856,-0.0632,-0.5084,-0.1622,-0.5016,-0.4919,0.0327,0.0877,-0.1963,-0.5325,-0.2815,-0.0371,-0.3095,-0.2543,-0.6277,0.3049,-0.1155,0.4521,-0.3627,-0.5766,-0.4609,-0.397,-1.9106
2019/11/11,-1.8298,-1.7627,-1.8288,-2.2788,-1.5878,-1.5095,-1.5335,-2.8145,-2.0507,-2.6875,-2.5376,-2.1655,-2.5659,-2.4551,-2.0774,-2.5845,-2.6192,-2.3592,-2.1591,-1.8018,-2.343,-1.8674,-2.0194,-1.0695,-3.6709,-1.9551,-2.4348,-2.2649,-2.376,-2.5744,-1.5163
2019/11/12,0.1674,0.0182,0.1666,0.3515,0.0882,0.2094,0.189,0.4169,0.3296,-0.1809,0.048,-0.0075,0.3364,0.4881,-0.4681,-0.1652,0.0149,0.1347,0.1291,-0.0437,0.3664,0.7268,0.4444,0.3718,-1.7337,-0.2133,-0.5861,-0.0271,0.3505,0.6662,0.5867
2019/11/13,-0.3285,-0.095,-0.3288,-0.3747,-0.581,-0.8624,-0.4598,0.0016,-0.4967,-0.2123,-0.6353,-0.3464,-0.6364,-0.3269,0.1213,-1.1924,-0.5735,-0.7784,-0.6567,-0.5585,0.9867,-0.3705,-0.5496,1.044,-0.0212,1.4268,0.1601,-0.947,-0.3857,-0.9898,-0.9609
2019/11/14,0.16,0.1507,0.1593,0.7571,0.0803,-0.006,-0.5137,0.9156,0.1479,1.5364,0.5121,0.3977,0.9102,1.0429,0.3239,-0.3624,0.1794,0.1344,-0.1216,-0.3076,1.0396,0.1807,-0.4211,0.4421,0.4666,1.9741,-0.2502,0.1678,0.3392,-0.1892,-0.2131
2019/11/15,-0.6353,-0.7365,-0.6367,-1.0528,-0.7706,-0.6293,-0.046,-1.6309,-0.4163,-0.8417,-0.8229,-1.479,-1.7161,-1.6691,-0.7475,-1.2239,-1.1219,-0.7434,-0.7497,-0.9325,-0.8479,-1.3263,-1.3249,-0.6222,-0.6577,-1.1099,-0.7255,0.3385,-1.3913,-1.5244,-2.9124
2019/11/18,0.6195,0.7954,0.6176,0.9755,0.5886,1.1666,1.2114,0.777,1.1334,0.8377,0.3921,0.8706,0.3349,1.3661,0.4999,1.5689,0.5858,0.5547,0.7328,0.6422,0.5791,1.0827,0.0067,0.0825,0.3576,0.0025,0.5638,1.6881,0.7835,1.1876,0.8974
2019/11/19,0.8522,1.0008,0.8521,1.7248,1.1749,0.5104,-0.0299,2.2035,4.2128,2.0664,1.5644,2.2202,1.0742,2.7484,2.1907,0.956,1.0865,1.4934,0.8419,0.9406,1.9094,2.0573,0.9874,0.8002,1.5443,1.7065,2.054,1.3127,1.4024,0.9042,0.952
2019/11/20,-0.7829,-0.9925,-0.7818,-0.9642,-0.7967,-1.3581,-1.7694,-0.9674,-0.6435,-0.4122,-0.9758,-1.0011,-0.8999,-0.9854,-0.152,-0.3806,-0.8624,-0.6594,-0.6366,-0.5698,-0.108,-0.7626,-0.8995,0.0714,-1.1187,-1.4526,0.7662,-0.3482,-0.5066,0.1184,-1.2987
2019/11/21,-0.2545,-0.4674,-0.2548,0.0343,-0.1787,-0.8363,-0.2781,-0.2949,-0.0028,-0.1802,1.1833,0.5181,0.0826,0.0862,-0.3311,-0.3291,-0.0554,-0.1351,-0.1918,0.0874,-1.2093,0.0663,-0.5142,-0.3938,-1.4841,0.0401,-0.5447,0.6588,0.1255,0.2904,-0.4443
2019/11/22,-0.6314,-1.0182,-0.6319,-0.3605,-0.3076,-0.941,-0.3879,-1.075,-1.536,-1.9137,-0.3505,0.0959,0.6237,0.3898,-0.4437,-1.3436,-0.3531,-0.0754,-0.5342,-0.2658,-3.0994,-1.0714,-0.457,-2.5034,-0.9913,-2.2109,0.4555,1.3553,-0.2339,0.8561,-1.3194
2019/11/25,0.7246,0.7328,0.7237,0.383,1.4004,0.6329,1.199,-1.5224,-1.0769,-2.6946,-1.0516,0.1412,2.2516,3.7257,0.6755,-1.0202,0.2798,2.5842,0.9354,0.9471,-0.8992,-0.5279,0.6043,-0.4724,1.0882,-2.3026,1.2437,4.6694,1.0573,3.0869,-1.0282
2019/11/26,0.0384,0.3467,0.0307,-0.0453,0.1879,-0.1032,-0.6258,0.1984,0.0723,0.1171,0.4936,0.7569,-0.5344,-1.1691,-0.6019,1.309,-0.3167,-0.5229,0.1901,-0.0101,0.564,-0.1175,-0.0072,0.723,0.3352,1.4101,-0.1144,-2.8155,-0.0757,-1.1932,0.8499
2019/11/27,-0.135,-0.412,-0.133,-0.0028,-0.2886,-0.6266,0.1082,0.3193,-0.7484,-0.0572,-0.39,-0.4872,-0.6083,-0.1444,-0.0986,-0.5338,-0.417,-0.487,-0.8618,-0.3304,-0.6143,-0.2313,-0.4689,0.163,-1.7795,1.9445,0.4743,0.4667,-0.1364,-0.555,-0.3373
2019/11/28,-0.4643,-0.3436,-0.465,-0.402,-0.8243,-0.3927,-0.3981,-0.3724,-0.7258,-0.5439,-0.2534,-0.1674,0.1243,-0.2014,-0.3779,-0.5681,-0.314,-0.8121,-0.0313,-0.2392,0.1835,-0.4032,-0.3562,-0.671,0.5537,0.076,-0.9274,-1.8362,-0.2025,-0.8557,0.0714
2019/11/29,-0.6066,-0.8708,-0.6129,-0.2609,0.4802,-0.2131,-0.6193,0.2174,0.2583,0.4747,0.3898,0.5062,-0.3936,-1.2852,-0.3903,0.3654,0.4613,-0.2312,-0.3643,0.0205,-1.8227,-0.42,0.0208,-2.5629,-1.1171,0.4279,-0.5341,0.0963,-0.1936,0.0351,-1.0281
2019/12/2,0.1345,0.193,0.1332,0.1944,0.03,0.2242,0.0987,-0.0707,0.8582,0.3464,-0.1054,0.2449,-0.2151,1.0287,-0.1856,0.376,-0.1178,1.4107,0.2268,-0.0275,-1.1068,-0.0877,0.055,0.1757,0.2643,1.0849,-0.2238,0.3082,0.1875,-0.3044,1.3717
2019/12/3,0.3083,0.3918,0.3092,0.4003,1.2997,0.799,0.3773,0.7041,0.0068,0.5951,0.9092,0.4007,0.2808,-0.3004,0.5712,0.6308,0.5335,0.3954,0.2332,0.2324,0.015,0.5632,0.7583,-0.3201,1.907,1.3121,0.9145,-0.6622,0.4446,0.3289,-0.3289
2019/12/4,-0.2278,-0.0329,-0.2282,0.0234,-0.2332,-0.2736,-0.505,-0.4786,-0.1107,0.0531,0.8972,-0.4148,-0.5012,-0.8966,0.3109,0.281,0.0372,-0.6286,-0.1306,0.023,0.4657,0.0116,0.033,0.3505,1.5569,0.1537,2.1789,-0.1589,0.0311,-0.3828,-0.5643
2019/12/5,0.7397,0.7674,0.7419,1.2033,0.911,1.2635,0.5025,1.9827,1.0673,1.9223,0.7335,1.4613,0.4725,1.2123,1.2368,1.4398,0.4988,0.1584,0.7041,0.2959,1.1475,0.8867,0.5364,0.3436,0.1702,2.091,0.1133,0.3014,0.9035,0.3402,0.1085
2019/12/6,0.432,0.5934,0.4327,0.655,-0.285,0.2503,0.1034,0.9106,1.6611,0.4595,0.4553,0.7715,0.3067,0.3859,0.3816,0.5479,0.9787,0.4288,0.8344,0.139,0.6775,0.9134,0.7641,2.2302,0.6883,1.5287,0.0736,0.2865,0.5098,0.0157,0.0344
2019/12/9,0.0836,-0.1778,0.0846,0.3525,-0.1529,-0.5745,-0.18,0.309,0.3282,1.6251,-0.3537,0.1128,1.0057,1.5297,0.4969,-0.8151,0.1601,1.748,-0.3877,0.2684,-1.5298,0.4269,-0.1425,-0.609,0.3862,-0.0113,0.0552,2.4197,0.498,1.009,-0.6071
2019/12/10,0.0977,0.1268,0.0974,0.5941,0.4444,-0.0992,-0.3883,0.8089,1.0619,1.226,-0.3265,0.0617,-0.1725,0.146,0.9249,1.5818,0.4708,-0.2725,-0.1227,-0.281,0.75,0.0941,0.1432,0.0831,0.4797,1.9393,0.9832,-0.6427,0.2993,-0.3303,-2.2644
2019/12/11,0.2442,0.0606,0.2434,0.1364,0.7591,0.403,1.0824,-0.5842,-0.203,-0.5295,-0.2235,-0.5155,-0.1972,0.5824,-0.2502,-0.131,-0.1248,0.4537,0.3322,-0.0919,-0.281,-0.3119,-0.0756,-0.7796,-0.7976,-1.3444,-0.7898,0.9367,-0.1411,0.0445,-1.0533
2019/12/12,-0.2976,-0.3004,-0.2981,-0.6152,-0.1064,-0.2471,-0.2509,0.748,-0.7117,0.0143,0.2964,-0.2463,-0.5618,-1.3564,-0.6069,0.6299,-0.4989,-0.6626,-0.3701,-0.1396,-0.099,-0.5128,-0.4355,-0.8406,-0.1694,0.5305,0.1336,-0.7667,0.0875,-0.7428,0.0534
2019/12/13,1.784,1.984,1.7827,1.1833,0.8878,3.685,1.9852,0.8061,1.4971,1.7808,0.7016,1.6022,1.1255,1.3631,1.3838,1.5034,0.7609,1.2507,1.5195,0.932,1.6422,1.1834,0.8485,1.6799,2.9075,1.352,0.741,1.0878,1.0195,0.9668,0.8835
2019/12/16,0.5634,0.487,0.5633,1.1706,1.3015,0.3995,-0.2811,1.9826,2.5246,2.7874,2.6083,1.5158,0.91,0.8249,1.5357,-1.6129,1.0359,1.3993,0.9877,1.1101,0.7306,1.0686,1.0156,-0.6209,0.2882,3.3857,0.8268,0.763,1.4724,0.8514,-0.1525
2019/12/17,1.2719,1.3606,1.2743,0.971,0.8887,1.7988,1.4371,1.4483,1.0757,0.6928,1.1384,1.1633,1.3807,0.6878,1.0788,0.5118,1.0862,1.9481,0.9646,0.9511,0.8924,1.7212,1.1481,1.237,0.9919,1.7381,2.5077,0.7577,1.1567,1.4513,2.0318
2019/12/18,-0.1777,-0.2231,-0.1779,0.4657,-0.0521,0.1612,0.1194,0.516,1.7567,-0.1704,0.1895,-0.3945,-0.4256,-0.448,-0.745,-0.3008,-0.0197,-0.3394,-0.2912,-0.5207,-0.9886,0.7999,-0.133,-0.1427,-0.0644,-0.1272,0.1329,-0.38,-0.3123,-0.3516,-0.5376
2019/12/19,-0.0001,-0.1397,0.0007,0.1513,0.3143,-0.3744,0.1516,0.2128,1.178,0.2512,-0.1219,0.5754,1.0207,0.5784,0.8853,0.3962,0.3033,0.557,0.6427,0.6378,0.4702,0.2744,0.9396,-0.7705,0.434,-1.4996,0.1187,0.0012,0.4906,0.9211,0.1075
2019/12/20,-0.4044,-0.2458,-0.402,-0.8588,0.128,0.0525,-0.0271,-2.2345,-1.4248,-2.5102,-1.4335,-1.1783,-0.5548,-0.1326,-1.2734,1.1678,-0.5583,0.786,-0.217,-0.5006,-0.9395,-0.9047,-0.0918,-0.4302,-0.41,-1.2094,-1.1721,-1.0877,-0.6033,-0.8407,1.3823
2019/12/23,-1.405,-1.2485,-1.4039,-1.1539,-1.434,-2.0822,-1.0697,-2.5668,-2.8424,-3.082,-2.0904,-1.5808,-1.8563,0.5692,-2.1561,-0.8677,-1.4101,-2.1876,-1.5883,-1.6321,-0.9772,-1.4266,-1.5066,-0.4288,-0.6089,-2.7461,-0.9679,-1.8928,-1.1986,-1.7185,-2.7093
2019/12/24,0.6735,0.6519,0.6727,1.7204,1.5321,0.5795,0.613,1.812,2.3559,1.3963,1.2524,2.2391,0.6777,1.1351,2.1064,1.0257,0.8982,-0.4231,0.5127,0.5376,0.5022,1.4636,1.0774,0.4654,0.7278,2.2988,4.1045,0.9648,1.7958,1.447,-0.4144
2019/12/25,-0.0278,-0.0524,-0.0268,0.7437,0.3185,-0.1866,-0.4708,0.873,0.9779,1.0923,0.2819,1.2726,-0.3227,0.2017,1.4149,0.2074,-0.2327,-0.2905,-0.2094,-0.3639,-0.0161,0.2146,0.3323,-0.899,-0.3243,1.7353,0.2002,-0.5544,0.399,-0.3069,-0.268
2019/12/26,0.8555,0.88,0.8543,0.8051,0.2062,1.661,0.733,0.4567,0.666,0.653,0.4128,0.3182,1.1887,2.0443,1.4472,0.9568,0.4545,2.3234,0.7523,0.451,0.723,0.5182,1.1224,0.2969,1.0155,0.2464,1.158,0.783,0.9156,1.0907,-0.1774
2019/12/27,-0.077,-0.0984,-0.0771,-0.4745,-0.0792,-0.9792,0.081,-1.1656,-1.1447,-2.0271,-0.1916,-0.7309,-0.3056,-0.194,0.428,-0.0538,-0.1039,-0.193,0.0096,-0.2545,-0.6957,-0.7411,0.0509,1.3417,-0.6988,-2.4979,2.2017,0.5752,-0.0334,0.3954,1.8445
2019/12/30,1.1654,1.482,1.1643,0.4241,0.7906,3.7164,-0.0635,0.7384,0.7121,0.7075,0.3821,1.5094,0.9889,2.486,0.3857,0.7111,0.2412,1.5683,1.2186,0.5837,0.4046,1.4502,0.9791,2.0783,1.3767,0.1873,0.7988,1.2381,1.2842,1.367,1.1654
2019/12/31,0.3325,0.3663,0.3323,0.4768,0.5552,-0.4731,-0.0562,0.8572,0.0646,0.3392,0.2001,-0.3669,0.9339,2.1251,0.4424,-0.1926,0.3202,0.6393,0.4881,0.3958,2.2643,0.3807,1.2581,0.156,0.2062,0.1599,0.302,0.6541,0.5336,0.4135,1.9244
2020/1/2,1.1488,1.3586,1.1499,2.0813,1.9185,0.8334,1.6575,2.0257,4.3726,2.7788,1.5928,2.3718,2.3234,1.7143,1.7573,1.4312,2.0133,1.1483,0.5214,0.9759,0.2769,2.1156,2.3651,-1.3211,2.7734,3.4838,1.4126,0.8502,1.518,0.845,2.6257
2020/1/3,-0.0464,-0.1752,-0.0458,0.0705,0.2478,0.0506,0.2535,1.1646,1.4663,0.6176,1.9424,0.4996,0.3262,-0.9768,-0.1175,0.4468,0.5631,-0.8502,-0.3781,0.3027,-0.3392,0.1587,-0.1818,-1.9227,-1.4853,0.4902,1.6132,-0.2831,0.5421,0.6565,0.8999
2020/1/6,-0.012,-0.378,-0.0122,0.1433,0.2508,-0.4293,-0.676,0.5429,1.4867,1.0989,1.4404,1.1062,0.1037,-0.2671,1.4115,-0.1398,0.3877,-0.9253,-0.8517,-0.0313,-0.5999,0.4348,-0.3274,-0.7723,-1.1479,1.2949,3.2098,-0.4296,0.4926,2.2502,1.9998
2020/1/7,0.6932,0.7491,0.6938,0.9205,1.3696,0.7834,0.4359,0.8747,3.1559,2.1368,0.5184,1.0707,0.6653,0.5883,1.6479,1.5071,1.5512,0.9313,0.7175,0.8958,1.5714,1.216,0.8756,1.4501,1.6036,-0.0482,-0.7848,2.0641,0.4744,0.6143,3.7411
2020/1/8,-1.2221,-1.1516,-1.221,-1.2949,0.9247,-2.4202,-1.6071,-2.2726,-2.6107,-1.7227,2.456,-0.1752,-1.5667,-1.6596,-1.4582,-0.8265,-1.9866,-1.6025,-1.5596,-1.3714,-1.1723,-1.392,-2.0674,-0.4034,0.8105,-1.2242,0.0486,-2.1585,-1.414,-1.1736,-1.7874
2020/1/9,0.9131,1.2658,0.9126,1.4882,1.1426,0.9663,0.5545,3.1122,1.6057,3.1212,-1.8577,1.6051,1.1537,1.3624,1.3887,2.1283,1.6454,1.9631,1.3966,0.7308,2.6532,1.5192,1.5671,1.5642,1.5943,2.5418,-1.1636,0.6664,1.2942,-0.4311,0.192
2020/1/10,-0.0834,-0.0285,-0.0837,-0.2541,-0.8585,-0.1146,0.0091,-0.2191,-0.7434,-0.303,-1.2544,-1.069,-0.3563,0.7279,-0.6311,0.1773,0.9357,-1.0778,-0.1,-0.5015,0.3573,0.5828,-0.5028,1.2131,0.2899,0.6301,-0.5811,-0.672,-0.3434,-0.9965,-2.0454
2020/1/13,0.7565,0.9801,0.7528,0.6217,2.1664,1.5157,0.2268,1.2915,0.8028,2.0373,0.5403,1.5519,0.6394,-0.3775,0.8575,-1.4611,0.4529,0.8821,0.1891,0.4379,0.7554,0.7317,0.7451,1.6091,0.3066,3.0788,0.852,0.3692,1.4474,0.3076,0.6843
2020/1/14,-0.2812,-0.3354,-0.2808,-0.035,-0.272,-0.4695,-0.2767,-1.0544,0.1021,-0.9896,-0.5974,-0.3772,0.241,-0.2598,0.5459,-1.1256,-0.5107,-0.2562,-0.2366,0.8329,-0.5429,-0.1036,0.6723,-1.284,-0.0599,-0.4848,2.0165,0.2644,0.1927,0.199,0.077
2020/1/15,-0.5406,-0.5526,-0.5402,-0.8003,-0.7227,-0.7786,-1.0927,0.1398,-0.613,1.4677,-1.0597,-0.4769,-1.1098,-0.783,-0.5375,-0.5531,-0.5906,-1.3932,-1.0012,-0.7151,0.3535,0.2962,0.0971,0.7184,-0.8443,1.167,-1.9169,-0.9973,-0.6704,-1.1447,-1.5205
2020/1/16,-0.5165,-0.4246,-0.5164,-0.1366,-0.0183,-0.6289,-0.6554,-0.4255,-0.7362,0.3111,0.9735,-0.3599,-0.5041,-0.4185,-0.2515,0.1181,-0.7213,-0.3515,-0.6232,-0.6935,0.1441,-0.76,-0.2889,0.0551,-0.9074,0.0285,-0.4834,-0.8333,-0.1936,-0.6522,-0.1719
2020/1/17,0.0445,0.14,0.046,-0.3386,0.403,0.4626,-0.0167,0.2029,-0.478,0.5526,-0.4554,-0.6138,-0.2259,0.095,-0.5169,-0.3259,-0.4152,-0.242,-0.316,-0.8438,0.8505,-0.0757,-0.2577,-0.3633,0.6387,-1.125,-0.2974,-0.106,-0.0581,0.052,-0.8165
2020/1/20,0.6609,0.7456,0.6598,1.1397,0.0922,1.5,0.5392,1.799,-0.0443,1.3266,2.0226,2.0983,0.7291,0.7872,0.6877,-3.7237,-0.0584,-0.5166,0.3217,0.4109,1.8517,1.5475,0.959,-0.7262,0.4536,3.8533,0.4242,0.1537,0.8983,-0.186,0.6426
2020/1/21,-1.4099,-1.7087,-1.4099,-1.6476,-2.1844,-2.1169,-1.3818,-2.2266,-1.785,-1.7417,-1.0713,-1.1696,-1.7182,-2.8815,-0.9276,-3.3643,-2.2355,-2.1113,-1.7336,-1.0862,1.8689,-1.5315,-1.0974,-2.17,-2.4878,-0.6424,-2.3712,-2.0775,-1.1404,-1.4023,-1.8729
2020/1/22,0.2828,0.4283,0.2822,0.7179,1.0565,0.2016,-0.0274,1.1269,0.3064,1.5695,0.2309,2.2328,-0.0139,0.0923,-0.098,0.4895,-0.2412,1.3803,-0.1988,-0.2566,-1.45,-0.5319,-1.8756,-0.0448,-0.1375,3.5698,0.7878,0.136,0.643,-0.2195,-1.676
2020/1/23,-2.7508,-3.0986,-2.7518,-3.7402,-3.3998,-3.3912,-2.4128,-4.3614,-3.4506,-4.5018,-2.1427,-2.9037,-3.2866,-3.6485,-1.7099,-3.6119,-3.8936,-3.6235,-2.9099,-2.6969,-1.883,-4.4439,-2.4242,-3.4765,-3.863,-3.5422,-3.3919,-3.1218,-3.7002,-3.5994,-4.7302
2020/2/3,-7.7204,-7.8809,-7.7245,-9.5182,-9.2363,-8.7798,-6.567,-8.9637,-8.8739,-9.2104,-9.3675,-7.38,-9.7061,-8.7635,-7.2402,-9.1246,-8.257,-9.2724,-8.5351,-7.9268,-3.5345,-9.5284,-7.1685,-7.2714,-8.6313,-9.7376,-9.2901,-9.7856,-8.5406,-9.1169,-9.3018
2020/2/4,1.3364,2.6375,1.3355,0.4928,1.3331,1.4158,2.0339,0.5749,2.029,2.1072,-1.1249,2.4496,-0.4704,2.199,1.8947,-0.1163,0.3542,0.64,0.1057,0.1978,3.7116,-0.2914,-0.0532,1.7334,4.1368,3.0128,0.581,0.9782,1.0921,-0.3452,2.2142
2020/2/5,1.2494,1.133,1.2503,1.7194,3.1597,0.7035,-0.0404,2.4323,2.7183,2.9568,2.9022,2.7586,1.2635,0.8786,2.1781,2.601,1.3137,0.8985,2.6761,1.418,4.336,2.4914,2.8635,1.2678,1.5087,1.1574,2.6376,1.2939,2.5784,0.8598,2.807
2020/2/6,1.7205,1.861,1.7183,2.2932,1.3117,1.9209,0.6929,3.5648,5.4273,5.0295,2.833,2.3035,1.9598,1.3075,3.3919,2.5815,2.4144,1.165,2.1499,2.081,3.4595,2.2732,2.8303,1.8668,1.4717,2.3946,1.0009,0.5827,3.0204,1.5239,4.3242
2020/2/7,0.3306,0.0024,0.3298,0.8584,-0.1271,-0.0736,-0.4577,2.6172,2.5392,3.9338,1.7906,0.3847,0.321,-0.1089,2.1158,1.231,0.7368,-0.2894,-0.111,2.2149,-1.8685,0.887,1.5496,1.0298,-0.8832,1.2228,-0.416,0.6334,0.6124,-0.4538,-0.4989
2020/2/10,0.5035,0.4138,0.505,2.3266,3.6294,0.2271,-0.4104,1.7631,-0.0032,0.6397,0.9422,2.3362,1.8888,5.3666,2.2753,-0.2841,2.6367,2.3786,0.5805,0.5599,-1.2761,1.1818,0.4509,-0.1271,0.4154,-0.1449,3.6303,1.8527,1.6267,1.9792,5.9262
2020/2/11,0.388,0.931,0.387,-0.1475,-0.4288,0.3636,1.054,-0.8691,-1.1213,-1.1886,-1.3671,-1.1738,0.3968,0.7916,-0.8198,0.9684,-0.9066,0.8218,0.53,-1.0085,-0.2583,0.1821,-2.5735,1.8693,2.7214,1.4386,0.3435,1.7022,-0.8521,0.9823,-1.5237
2020/2/12,0.8696,0.8088,0.8693,1.5617,0.8791,0.8248,0.1727,2.0585,2.294,4.527,1.8011,3.0316,0.8647,1.2257,0.6556,0.799,0.5638,0.1768,0.3412,0.8399,1.0091,1.15,0.6585,0.1678,0.581,1.9657,3.8324,-0.2335,1.5415,1.0652,0.896
2020/2/13,-0.7108,-0.6152,-0.7115,-0.2609,-0.7454,-1.3102,-0.8161,-1.9026,-2.1202,-0.8157,-1.145,-1.0012,-0.6879,0.6344,-1.9612,-1.6201,-1.3338,1.3603,-0.9919,-0.439,-1.4339,-1.291,-1.0914,-0.964,-1.5642,0.5063,0.937,-1.1367,-0.8449,-0.3785,-0.2706
2020/2/14,0.3772,0.7024,0.3762,0.1599,-0.426,1.2315,0.8676,0.0554,-0.0565,0.0065,0.9813,-0.9516,0.4067,0.4158,-0.7148,0.994,-0.3891,2.58,-0.1431,-0.231,0.2226,0.0176,-0.4041,-0.2087,-0.1254,0.688,1.3572,0.7119,0.4146,0.1962,2.7215
2020/2/17,2.284,2.2491,2.2837,3.2075,3.924,3.48,1.7765,5.5137,3.3792,3.9599,6.3494,3.0085,2.1647,1.4621,3.5747,1.5721,2.5207,0.7862,2.6835,1.9742,2.0881,3.1392,2.4174,0.9808,1.3077,4.1648,2.7525,2.1027,3.2512,1.9858,2.6926
2020/2/18,0.0449,-0.4884,0.0452,1.3999,0.845,-0.7887,-1.0159,2.2627,1.9527,2.4467,3.313,2.0658,0.0732,-0.8717,2.325,-0.0814,0.982,-0.9362,-0.1335,0.414,0.0101,1.6234,1.8095,-0.4804,-0.6518,2.7483,0.7996,-0.171,1.0226,0.2718,-0.3649
2020/2/19,-0.3204,-0.1528,-0.3206,-0.1088,-0.1731,0.2842,-0.0634,-1.1855,-2.5391,-1.9437,-1.2505,-0.327,-0.4513,0.8126,-1.0729,2.8135,-0.3828,0.2252,0.0922,-0.1622,-2.1469,-0.4371,-1.1838,1.1519,-0.6568,-0.3183,-1.9422,-0.9357,-0.3126,-0.3807,1.2746
2020/2/20,1.8401,2.3041,1.8402,1.508,2.6235,4.2029,1.2888,1.6199,2.4878,2.0537,1.2156,2.9067,1.1994,0.9835,1.196,3.6001,1.4844,1.0427,2.2016,1.1516,0.8975,1.8543,0.86,2.7072,3.0009,3.7368,0.7624,1.4128,1.6371,1.8924,0.9155
2020/2/21,0.314,0.1166,0.314,0.8474,1.7595,-0.5857,-0.3667,2.552,2.1499,3.5043,2.1599,0.5602,0.1326,0.4642,0.9551,-1.2204,0.0705,-0.8769,-0.2503,0.3446,0.832,1.1482,0.1367,-0.3233,-0.4558,2.4596,1.5174,0.2868,0.7005,0.2608,-0.1972
2020/2/24,-0.2775,-0.4013,-0.2775,0.8614,0.0093,-0.9418,-1.1684,6.5687,1.1405,3.1572,0.7462,0.3315,-0.5497,1.1164,1.3294,-2.3871,-0.4592,-1.2689,-2.1365,-0.3044,0.9574,0.0142,2.1769,-1.5923,-0.2042,4.6635,-0.2287,-0.7408,0.6961,-0.9605,1.2419
2020/2/25,-0.5992,-0.2174,-0.5999,-0.8024,1.894,-0.0842,-1.0087,3.5966,-0.8221,0.0208,0.1003,0.8481,-1.5675,-1.2622,0.9937,-1.234,-0.804,0.0459,-0.5554,-1.4713,1.4332,-0.9503,0.3366,-0.9798,-1.0892,1.6944,0.0366,-1.2881,-0.2682,-1.6378,1.2185
2020/2/26,-0.8337,-1.2328,-0.8338,-0.6592,-2.0345,-1.0938,0.3804,-4.5572,-2.8363,-4.7178,-1.7051,-3.4708,3.9096,1.5271,-1.7043,-0.9089,0.2793,2.1691,-0.2123,0.0743,-3.0717,-0.8871,-0.3945,-0.894,-0.645,-6.7137,-2.7381,2.059,-2.0461,0.3378,-0.3498
2020/2/27,0.1146,0.2912,0.1138,1.0636,0.176,-0.06,0.5067,0.0584,0.999,2.1978,-0.5968,0.3696,0.2464,2.5194,-0.7994,0.7014,0.0787,-1.0899,-0.2247,1.3215,0.3416,1.2269,0.3251,1.7616,0.4445,-2.0754,-0.4661,-0.302,-0.2048,-0.4407,0.1908
2020/2/28,-3.7115,-3.5454,-3.7116,-4.8657,-5.7083,-4.7501,-2.6574,-5.8627,-5.8648,-7.0923,-6.5844,-6.5229,-2.4021,-3.0592,-4.738,-3.2807,-4.068,-1.8907,-3.6469,-3.2947,-2.9125,-5.0762,-0.7664,-3.628,-3.2072,-6.171,-6.5892,-2.9567,-4.5739,-4.2279,-4.9611
2020/3/2,3.1464,3.2898,3.1465,4.9845,3.845,3.7063,1.8372,7.0743,2.6478,4.7574,3.6311,3.8709,8.3505,8.4704,3.6026,1.5613,3.0715,4.5567,3.0313,3.2758,2.2028,3.9749,3.3537,2.5762,2.7361,2.9731,3.1906,4.9583,4.2268,3.57,4.3745
2020/3/3,0.7405,0.5331,0.7393,0.6261,0.8295,0.4414,0.1776,-0.1327,0.8321,2.5362,1.868,1.0744,0.5603,-0.1482,1.3275,0.2359,0.8784,0.0863,0.7006,0.9236,2.3392,0.5997,1.0186,1.4194,0.4726,0.4357,1.0191,0.2722,0.834,0.7247,1.2998
2020/3/4,0.6273,0.579,0.6271,0.9025,0.0885,2.0354,0.2013,-0.3007,0.8398,-0.8131,0.6016,-0.4619,2.4215,2.1764,0.3746,0.0843,2.9908,3.3936,1.2836,1.2194,-0.1691,1.3101,1.0488,1.3857,-0.2112,-2.2723,1.0606,1.4543,0.4649,1.0045,1.9992
2020/3/5,1.9938,2.2277,1.9927,1.2163,1.2346,2.6771,2.692,0.9841,1.526,-0.8086,1.0431,3.0887,0.2783,0.2423,1.2507,4.5554,1.5673,0.7731,1.5027,1.7765,2.1113,2.2618,2.1386,4.1076,4.0871,1.1411,1.2975,1.7997,1.8217,1.7248,5.3324
